"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Food Standards Agency","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Food Standards Agency","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Government Actuary's Department","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Government Actuary's Department","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","Heterosexual / straight","45","[c]","28110","27700"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","Unknown","30","[c]","31070","30120"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","Heterosexual / straight","340","[c]","24840","21590"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","Unknown","190","[c]","27260","23540"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Savings and Investments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Savings and Investments","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Other","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","13095","[c]","26700","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","1355","[c]","26400","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","765","[c]","27200","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1765","[c]","27630","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Other","Undeclared","[c]","[c]","[c]","[c]"
