"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Education","London","Female","185","170","58440","54160"
"In post","2021","Unknown","Department for Education","London","Male","100","95","65400","61440"
"In post","2021","Unknown","Department for Education","Outside London","Female","170","165","42590","36780"
"In post","2021","Unknown","Department for Education","Outside London","Male","140","140","46450","37100"
"In post","2021","Unknown","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Female","90","90","39520","36970"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Male","65","60","49250","53200"
"In post","2021","Unknown","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","London","Female","6435","5875","32900","31060"
"In post","2021","Unknown","Department for Work and Pensions","London","Male","3595","3510","34860","31060"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","Female","52530","44890","26500","27570"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","Male","27495","26300","27580","27570"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Female","575","520","30000","27570"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Male","325","315","31130","27570"
"In post","2021","Unknown","Department of Health and Social Care","London","Female","545","520","48630","41520"
"In post","2021","Unknown","Department of Health and Social Care","London","Male","340","335","53280","53360"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","Female","175","165","44050","41010"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","Male","135","130","44960","40850"
"In post","2021","Unknown","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","Female","160","155","50400","45300"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","Male","115","115","56020","55170"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury","London","Female","45","45","42070","37030"
"In post","2021","Unknown","HM Treasury","London","Male","40","40","45290","39940"
"In post","2021","Unknown","HM Treasury","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","London","Female","7160","6625","38680","35070"
"In post","2021","Unknown","Home Office","London","Male","6175","5975","41100","35200"
"In post","2021","Unknown","Home Office","Outside London","Female","11020","9780","26630","25040"
"In post","2021","Unknown","Home Office","Outside London","Male","10675","10160","27740","25310"
"In post","2021","Unknown","Home Office","Overseas","Female","130","130","27940","27370"
"In post","2021","Unknown","Home Office","Overseas","Male","200","195","28500","27370"
"In post","2021","Unknown","Home Office","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","London","Female","780","750","38030","33370"
"In post","2021","Unknown","Ministry of Defence","London","Male","1130","1110","41810","37890"
"In post","2021","Unknown","Ministry of Defence","Outside London","Female","7775","7265","27730","22080"
"In post","2021","Unknown","Ministry of Defence","Outside London","Male","8025","7870","30360","26670"
"In post","2021","Unknown","Ministry of Defence","Overseas","Female","240","240","44130","41600"
"In post","2021","Unknown","Ministry of Defence","Overseas","Male","220","220","43980","41600"
"In post","2021","Unknown","Ministry of Defence","Unknown","Female","205","200","33100","32700"
"In post","2021","Unknown","Ministry of Defence","Unknown","Male","1785","1785","37590","33980"
"In post","2021","Unknown","Other Cabinet Office Agencies","London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","London","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Scotland Office","London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Scotland Office","Outside London","Female","50","50","47170","48930"
"In post","2021","Unknown","Scotland Office","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Scottish Government","London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Government","London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Outside London","Female","6355","5955","40160","35110"
"In post","2021","Unknown","Scottish Government","Outside London","Male","5195","5090","41380","36670"
"In post","2021","Unknown","Scottish Government","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government","London","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","Female","3390","3135","39770","37410"
"In post","2021","Unknown","Welsh Government","Outside London","Male","2335","2280","42730","37410"
"In post","2021","Unknown","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Overseas","Male","5","5","[c]","[c]"
"Leaver CS","2021","Analysis","Chancellor's other departments","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Chancellor's other departments","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
