"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Public Health England","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","London","55","[c]","22300","18200"
"Leaver CS","2021","Undeclared","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","155","[c]","25480","25490"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Outside London","35","[c]","24370","20100"
"Leaver CS","2021","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","265","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","London","35","[c]","39270","35200"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Outside London","50","[c]","27710","27160"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Outside London","120","[c]","33550","33300"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Outside London","60","[c]","31900","34530"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Prison Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Space Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Outside London","105","[c]","25590","19130"
"Leaver CS","2021","Undeclared","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Valuation Office Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Outside London","125","[c]","28610","24370"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","London","75","[c]","48670","40600"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Outside London","35","[c]","28340","25970"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","90","[c]","56500","48490"
"Leaver CS","2021","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Companies House","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Criminal Injuries Compensation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Prosecution Service","Outside London","35","[c]","43000","55000"
"Leaver CS","2021","Unknown","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Outside London","55","[c]","29060","26720"
"Leaver CS","2021","Unknown","Defence Science and Technology Laboratory","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","45","[c]","49910","40050"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","London","40","[c]","41690","40500"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Outside London","35","[c]","40770","36780"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","145","[c]","38410","33050"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","120","[c]","37860","35900"
"Leaver CS","2021","Unknown","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","40","[c]","40910","37410"
"Leaver CS","2021","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","160","[c]","33680","31060"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","645","[c]","25700","27570"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","50","[c]","23780","21590"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","40","[c]","24750","25640"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","London","115","[c]","26580","22680"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Outside London","220","[c]","19710","18880"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Outside London","50","[c]","30780","22350"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","London","145","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Outside London","910","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","120","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","890","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","London","90","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Outside London","50","[c]","23990","21430"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Outside London","30","[c]","24400","22510"
"Leaver CS","2021","Unknown","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","225","[c]","29280","26100"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","London","60","[c]","36860","30850"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Rural Payments Agency","Outside London","95","[c]","25660","22800"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Courts and Tribunals Service","Outside London","100","[c]","27710","22820"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
