"Status","Year","Function_of_post","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Central Scotland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Central Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Midlands","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Midlands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Midlands","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Wales and The Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Dorset and Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Anglia","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Greater Manchester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Hampshire and Isle of Wight","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Inner London - West","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Merseyside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Northumberland and Tyne and Wear","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Surrey, East and West Sussex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Midlands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Wales and The Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Bedfordshire and Hertfordshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Bedfordshire and Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cheshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Derbyshire and Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Derbyshire and Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Devon","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Devon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Dorset and Somerset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Anglia","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Anglia","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Wales","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Eastern Scotland","Outside London","AA/AO","25","[c]","21250","20850"
"Leaver CS","2021","Legal","Eastern Scotland","Outside London","EO","15","[c]","27300","29350"
"Leaver CS","2021","Legal","Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Eastern Scotland","Outside London","SEO/HEO","15","[c]","44540","45190"
"Leaver CS","2021","Legal","Essex","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Essex","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Greater Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Greater Manchester","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Greater Manchester","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Greater Manchester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hampshire and Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hampshire and Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hampshire and Isle of Wight","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Hampshire and Isle of Wight","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Highlands and Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Highlands and Islands","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Highlands and Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - East","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - East","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - East","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Inner London - West","London","AA/AO","20","[c]","23120","23520"
"Leaver CS","2021","Legal","Inner London - West","London","EO","40","[c]","27200","26680"
"Leaver CS","2021","Legal","Inner London - West","London","G6/G7","105","[c]","59270","55490"
"Leaver CS","2021","Legal","Inner London - West","London","SCS level","20","[c]","96320","87760"
"Leaver CS","2021","Legal","Inner London - West","London","SEO/HEO","30","[c]","37970","36500"
"Leaver CS","2021","Legal","Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lancashire","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Merseyside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Merseyside","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Merseyside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Eastern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North Yorkshire","Outside London","G6/G7","10","[c]","59270","58190"
"Leaver CS","2021","Legal","North Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Northumberland and Tyne and Wear","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Northumberland and Tyne and Wear","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Northumberland and Tyne and Wear","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Northumberland and Tyne and Wear","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outer London - East and North East","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outer London - East and North East","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outer London - South","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outer London - South","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outer London - South","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Shropshire and Staffordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Shropshire and Staffordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Shropshire and Staffordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Shropshire and Staffordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Southern Scotland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Southern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Southern Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Southern Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Surrey, East and West Sussex","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Surrey, East and West Sussex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Surrey, East and West Sussex","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tees Valley and Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tees Valley and Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Tees Valley and Durham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Central Scotland","Outside London","AA/AO","25","[c]","22140","21440"
"Leaver CS","2021","Legal","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Central Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Central Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Midlands","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Midlands","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Midlands","Outside London","G6/G7","10","[c]","58770","55610"
"Leaver CS","2021","Legal","West Midlands","Outside London","SEO/HEO","10","[c]","38670","39080"
"Leaver CS","2021","Legal","West Wales and The Valleys","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Wales and The Valleys","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Yorkshire","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Yorkshire","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedfordshire and Hertfordshire","Outside London","AA/AO","110","[c]","21050","20450"
"Leaver CS","2021","No function","Bedfordshire and Hertfordshire","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Bedfordshire and Hertfordshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","205","[c]","20780","21090"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","30","[c]","28500","26610"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","30","[c]","37310","37740"
"Leaver CS","2021","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cheshire","Outside London","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cheshire","Outside London","EO","15","[c]","30170","31890"
"Leaver CS","2021","No function","Cheshire","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cheshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cheshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cornwall and Isles of Scilly","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cumbria","Outside London","AA/AO","15","[c]","20240","21050"
"Leaver CS","2021","No function","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cumbria","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","AA/AO","190","[c]","19560","18890"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","EO","50","[c]","24140","23970"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","35","[c]","35670","33350"
"Leaver CS","2021","No function","Derbyshire and Nottinghamshire","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon","Outside London","AA/AO","110","[c]","19850","20420"
"Leaver CS","2021","No function","Devon","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Devon","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","AA/AO","85","[c]","19680","19970"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","EO","30","[c]","26920","27130"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","SEO/HEO","35","[c]","35030","33840"
"Leaver CS","2021","No function","Dorset and Somerset","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Anglia","Outside London","AA/AO","310","[c]","20290","19630"
"Leaver CS","2021","No function","East Anglia","Outside London","EO","55","[c]","25070","25580"
"Leaver CS","2021","No function","East Anglia","Outside London","G6/G7","25","[c]","60850","56730"
"Leaver CS","2021","No function","East Anglia","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Anglia","Outside London","SEO/HEO","75","[c]","36400","34530"
"Leaver CS","2021","No function","East Anglia","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Wales","Outside London","AA/AO","220","[c]","19800","19520"
"Leaver CS","2021","No function","East Wales","Outside London","EO","35","[c]","25430","25550"
"Leaver CS","2021","No function","East Wales","Outside London","G6/G7","15","[c]","61210","55300"
"Leaver CS","2021","No function","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Wales","Outside London","SEO/HEO","45","[c]","37130","37020"
"Leaver CS","2021","No function","East Wales","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","125","[c]","22080","21590"
"Leaver CS","2021","No function","East Yorkshire and Northern Lincolnshire","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","20","[c]","37240","33840"
"Leaver CS","2021","No function","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Eastern Scotland","Outside London","AA/AO","65","[c]","22110","21490"
"Leaver CS","2021","No function","Eastern Scotland","Outside London","EO","60","[c]","31880","33650"
"Leaver CS","2021","No function","Eastern Scotland","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Eastern Scotland","Outside London","SEO/HEO","30","[c]","40780","39500"
"Leaver CS","2021","No function","Essex","Outside London","AA/AO","60","[c]","20460","21170"
"Leaver CS","2021","No function","Essex","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Essex","Outside London","SEO/HEO","20","[c]","37380","34530"
"Leaver CS","2021","No function","Essex","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","225","[c]","19260","19600"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","50","[c]","26300","26380"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","55","[c]","58080","57940"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","115","[c]","34790","33840"
"Leaver CS","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester","Outside London","AA/AO","180","[c]","19820","19930"
"Leaver CS","2021","No function","Greater Manchester","Outside London","EO","50","[c]","25230","25880"
"Leaver CS","2021","No function","Greater Manchester","Outside London","G6/G7","20","[c]","65890","75500"
"Leaver CS","2021","No function","Greater Manchester","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Greater Manchester","Outside London","SEO/HEO","35","[c]","34370","31370"
"Leaver CS","2021","No function","Greater Manchester","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","AA/AO","200","[c]","19450","19130"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","EO","25","[c]","25420","23540"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","G6/G7","20","[c]","57460","56350"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","SEO/HEO","55","[c]","34710","32330"
"Leaver CS","2021","No function","Hampshire and Isle of Wight","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","115","[c]","19140","19380"
"Leaver CS","2021","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","15","[c]","25710","26370"
"Leaver CS","2021","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Highlands and Islands","Outside London","AA/AO","10","[c]","25450","25870"
"Leaver CS","2021","No function","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Highlands and Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inner London - East","London","AA/AO","125","[c]","21850","22680"
"Leaver CS","2021","No function","Inner London - East","London","EO","60","[c]","30180","28170"
"Leaver CS","2021","No function","Inner London - East","London","G6/G7","70","[c]","58920","54290"
"Leaver CS","2021","No function","Inner London - East","London","SCS level","20","[c]","113950","110680"
"Leaver CS","2021","No function","Inner London - East","London","SEO/HEO","105","[c]","38570","38890"
"Leaver CS","2021","No function","Inner London - East","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inner London - West","London","AA/AO","305","[c]","22080","22680"
"Leaver CS","2021","No function","Inner London - West","London","EO","155","[c]","25350","26410"
"Leaver CS","2021","No function","Inner London - West","London","G6/G7","215","[c]","60230","57400"
"Leaver CS","2021","No function","Inner London - West","London","SCS level","65","[c]","104440","93800"
