"Status","Year","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Companies House","AO","20","[c]","19870","19850"
"New entrant CS","2021","Companies House","EO","10","[c]","30490","32640"
"New entrant CS","2021","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","HEO","10","[c]","33280","34170"
"New entrant CS","2021","Companies House","SEO","20","[c]","43140","42990"
"New entrant CS","2021","Competition and Markets Authority","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","G6","10","[c]","74020","72590"
"New entrant CS","2021","Competition and Markets Authority","G7","30","[c]","55760","55000"
"New entrant CS","2021","Competition and Markets Authority","HEO","10","[c]","34230","33610"
"New entrant CS","2021","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","HEO","10","[c]","26550","26550"
"New entrant CS","2021","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","AO","10","[c]","18930","18870"
"New entrant CS","2021","Crown Commercial Service","EO","40","[c]","23280","22230"
"New entrant CS","2021","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","G7","30","[c]","52850","53000"
"New entrant CS","2021","Crown Commercial Service","HEO","35","[c]","29140","27770"
"New entrant CS","2021","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","SEO","45","[c]","37120","35700"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","AO","85","[c]","20790","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","EO","30","[c]","25410","25410"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","SEO","35","[c]","34010","33550"
"New entrant CS","2021","Crown Prosecution Service","AO","310","[c]","20400","20120"
"New entrant CS","2021","Crown Prosecution Service","EO","85","[c]","26670","26970"
"New entrant CS","2021","Crown Prosecution Service","G7","220","[c]","51500","50520"
"New entrant CS","2021","Crown Prosecution Service","HEO","100","[c]","37760","38000"
"New entrant CS","2021","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","EO","300","[c]","21030","19040"
"New entrant CS","2021","Defence Equipment and Support","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","G7","50","[c]","55660","55000"
"New entrant CS","2021","Defence Equipment and Support","HEO","180","[c]","29390","29000"
"New entrant CS","2021","Defence Equipment and Support","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","SEO","185","[c]","41850","42000"
"New entrant CS","2021","Defence Science and Technology Laboratory","AA","25","[c]","16340","17180"
"New entrant CS","2021","Defence Science and Technology Laboratory","AO","15","[c]","19070","17710"
"New entrant CS","2021","Defence Science and Technology Laboratory","EO","25","[c]","23150","22780"
"New entrant CS","2021","Defence Science and Technology Laboratory","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","G7","40","[c]","48830","46080"
"New entrant CS","2021","Defence Science and Technology Laboratory","HEO","65","[c]","26900","27570"
"New entrant CS","2021","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","SEO","45","[c]","37770","37320"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","20","[c]","24090","24900"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","120","[c]","28210","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","20","[c]","73190","68960"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","80","[c]","54220","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","350","[c]","33900","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","125","[c]","40900","40050"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","75","[c]","27180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6","10","[c]","63440","60600"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G7","75","[c]","54840","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","HEO","225","[c]","35970","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AO","10","[c]","21780","21000"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","215","[c]","26110","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","G6","30","[c]","64500","64180"
"New entrant CS","2021","Department for Education (excl. agencies)","G7","90","[c]","51690","49970"
"New entrant CS","2021","Department for Education (excl. agencies)","HEO","145","[c]","31450","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO","110","[c]","38020","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","35","[c]","21690","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","175","[c]","24240","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","40","[c]","63540","63540"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","170","[c]","51490","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","395","[c]","31250","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","25","[c]","88570","79590"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","190","[c]","37640","37000"
"New entrant CS","2021","Department for International Trade","AO","50","[c]","19050","18200"
"New entrant CS","2021","Department for International Trade","EO","75","[c]","25790","26250"
"New entrant CS","2021","Department for International Trade","G6","10","[c]","63670","62020"
"New entrant CS","2021","Department for International Trade","G7","40","[c]","53210","51970"
"New entrant CS","2021","Department for International Trade","HEO","155","[c]","31620","31800"
"New entrant CS","2021","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO","60","[c]","39510","38260"
"New entrant CS","2021","Department for Transport (excl. agencies)","AO","15","[c]","23010","21590"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","135","[c]","27180","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6","20","[c]","65050","65440"
"New entrant CS","2021","Department for Transport (excl. agencies)","G7","65","[c]","55640","54110"
"New entrant CS","2021","Department for Transport (excl. agencies)","HEO","245","[c]","32560","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO","75","[c]","41950","42470"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AO","5525","[c]","21600","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","10885","[c]","28590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6","35","[c]","69510","70580"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G7","130","[c]","55070","55000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","HEO","245","[c]","33300","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO","145","[c]","38420","38500"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AO","15","[c]","21640","22920"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","215","[c]","26550","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6","80","[c]","65860","66230"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G7","170","[c]","52200","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","HEO","420","[c]","31850","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","40","[c]","99770","86000"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO","170","[c]","39620","40650"
"New entrant CS","2021","Disclosure Scotland","AA","35","[c]","20060","20060"
"New entrant CS","2021","Disclosure Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA","145","[c]","18510","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AO","120","[c]","21590","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","40","[c]","26380","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","HEO","15","[c]","33130","30730"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO","10","[c]","42550","39040"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AO","120","[c]","24070","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","85","[c]","26210","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G7","10","[c]","55120","53000"
"New entrant CS","2021","Driver and Vehicle Standards Agency","HEO","25","[c]","31340","30730"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO","30","[c]","42440","41650"
"New entrant CS","2021","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","25","[c]","25300","25000"
"New entrant CS","2021","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G7","15","[c]","50670","49860"
"New entrant CS","2021","Education and Skills Funding Agency","HEO","25","[c]","29580","29360"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO","35","[c]","37250","36500"
"New entrant CS","2021","Education Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","15","[c]","24700","23370"
"New entrant CS","2021","Food Standards Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","HEO","35","[c]","31530","31350"
"New entrant CS","2021","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO","35","[c]","38840","37910"
"New entrant CS","2021","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","15","[c]","26490","26160"
"New entrant CS","2021","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","HEO","20","[c]","31050","30650"
"New entrant CS","2021","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA","25","[c]","19160","19160"
"New entrant CS","2021","Forestry and Land Scotland","AO","30","[c]","23670","25140"
"New entrant CS","2021","Forestry and Land Scotland","EO","20","[c]","28120","28120"
"New entrant CS","2021","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","HEO","15","[c]","36010","35680"
"New entrant CS","2021","Forestry and Land Scotland","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AO","10","[c]","22740","21980"
"New entrant CS","2021","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","SEO","15","[c]","42960","42000"
"New entrant CS","2021","Government Legal Department","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","EO","85","[c]","27750","26950"
"New entrant CS","2021","Government Legal Department","G6","20","[c]","69840","69910"
"New entrant CS","2021","Government Legal Department","G7","80","[c]","51460","50500"
"New entrant CS","2021","Government Legal Department","HEO","60","[c]","43230","43920"
"New entrant CS","2021","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","G7","15","[c]","52150","52000"
"New entrant CS","2021","Government Property Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","SEO","15","[c]","39200","39000"
"New entrant CS","2021","Health and Safety Executive","AO","40","[c]","20980","20480"
"New entrant CS","2021","Health and Safety Executive","EO","75","[c]","26490","26370"
"New entrant CS","2021","Health and Safety Executive","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","HEO","40","[c]","32730","31660"
"New entrant CS","2021","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","SEO","30","[c]","48990","49020"
"New entrant CS","2021","HM Courts and Tribunals Service","AA","360","[c]","17300","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","AO","1290","[c]","20330","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","EO","200","[c]","23630","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","G7","30","[c]","51180","49450"
"New entrant CS","2021","HM Courts and Tribunals Service","HEO","220","[c]","27530","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","SEO","85","[c]","35190","34820"
"New entrant CS","2021","HM Land Registry","AA","10","[c]","21990","21040"
"New entrant CS","2021","HM Land Registry","AO","545","[c]","22530","22350"
"New entrant CS","2021","HM Land Registry","EO","50","[c]","27820","27130"
"New entrant CS","2021","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G7","25","[c]","57450","57000"
"New entrant CS","2021","HM Land Registry","HEO","30","[c]","36760","37870"
"New entrant CS","2021","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO","35","[c]","41590","38550"
"New entrant CS","2021","HM Prison and Probation Service","AA","1200","[c]","20920","20600"
"New entrant CS","2021","HM Prison and Probation Service","AO","2775","[c]","24790","22850"
"New entrant CS","2021","HM Prison and Probation Service","EO","160","[c]","25700","24620"
"New entrant CS","2021","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","HEO","120","[c]","30040","27700"
"New entrant CS","2021","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","SEO","45","[c]","43670","42630"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","1440","[c]","22920","22920"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","AO","2920","[c]","20260","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","EO","1045","[c]","25710","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G6","45","[c]","66640","64670"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","G7","85","[c]","54030","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HEO","575","[c]","32750","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SCS level","20","[c]","96780","88500"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","SEO","120","[c]","38900","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","AO","35","[c]","22150","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","EO","80","[c]","25340","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","G7","40","[c]","55190","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HEO","240","[c]","31340","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","AA","65","[c]","20430","22210"
"New entrant CS","2021","Home Office (incl. agencies)","AO","535","[c]","21930","21430"
"New entrant CS","2021","Home Office (incl. agencies)","EO","865","[c]","26630","24880"
"New entrant CS","2021","Home Office (incl. agencies)","G6","40","[c]","70220","68700"
"New entrant CS","2021","Home Office (incl. agencies)","G7","185","[c]","57480","57430"
"New entrant CS","2021","Home Office (incl. agencies)","HEO","260","[c]","34310","35050"
"New entrant CS","2021","Home Office (incl. agencies)","SCS level","20","[c]","101330","92990"
"New entrant CS","2021","Home Office (incl. agencies)","SEO","195","[c]","42010","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AO","140","[c]","21150","20880"
"New entrant CS","2021","Insolvency Service","EO","20","[c]","24630","23560"
"New entrant CS","2021","Insolvency Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","HEO","30","[c]","30570","31000"
"New entrant CS","2021","Insolvency Service","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G7","10","[c]","52430","53680"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO","25","[c]","38180","36570"
"New entrant CS","2021","Legal Aid Agency","AO","50","[c]","19300","18880"
"New entrant CS","2021","Legal Aid Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AO","70","[c]","23900","21590"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","35","[c]","28580","26350"
"New entrant CS","2021","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G7","20","[c]","52790","52010"
"New entrant CS","2021","Maritime and Coastguard Agency","HEO","45","[c]","33050","32390"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO","35","[c]","41940","39040"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","50","[c]","27040","27140"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G7","25","[c]","53110","53100"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","HEO","30","[c]","32910","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","10","[c]","83940","73810"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO","45","[c]","40190","40450"
"New entrant CS","2021","Met Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","AO","20","[c]","23990","24660"
"New entrant CS","2021","Met Office","EO","35","[c]","25620","25270"
"New entrant CS","2021","Met Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","G7","15","[c]","46880","45150"
"New entrant CS","2021","Met Office","HEO","35","[c]","31560","32060"
"New entrant CS","2021","Met Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SEO","20","[c]","38170","37420"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AA","475","[c]","19350","19560"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AO","975","[c]","23600","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","EO","640","[c]","27130","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G6","30","[c]","79440","74350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G7","115","[c]","63980","58550"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","HEO","490","[c]","34240","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SEO","230","[c]","41350","40000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","40","[c]","34100","26830"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","20","[c]","24890","26610"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","65","[c]","26980","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","70","[c]","52370","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","95","[c]","31810","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","15","[c]","96070","84000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","50","[c]","38890","39600"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","AO","40","[c]","21320","22680"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","EO","130","[c]","24710","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","G7","165","[c]","59050","57600"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","HEO","175","[c]","30620","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SEO","210","[c]","38650","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AO","85","[c]","21890","20800"
"New entrant CS","2021","National Crime Agency","EO","670","[c]","30950","32260"
"New entrant CS","2021","National Crime Agency","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G7","35","[c]","58910","59160"
"New entrant CS","2021","National Crime Agency","HEO","205","[c]","40640","40210"
"New entrant CS","2021","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO","50","[c]","47120","48670"
"New entrant CS","2021","National Infrastructure Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","EO","10","[c]","26160","26160"
"New entrant CS","2021","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","SEO","15","[c]","39780","38540"
"New entrant CS","2021","National Savings and Investments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
