"Status","Year","Organisation","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Food Standards Agency","London","Undeclared","70","70","42730","40960"
"In post","2021","Food Standards Agency","Food Standards Agency","London","Unknown","55","55","41460","37340"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","Heterosexual / straight","535","525","35640","30810"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","Undeclared","50","50","35580","30350"
"In post","2021","Food Standards Agency","Food Standards Agency","Outside London","Unknown","235","225","30970","26750"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","Heterosexual / straight","135","135","35960","31690"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Food Standards Scotland","Scottish Government","Outside London","Unknown","95","90","33680","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","2780","2715","49410","44230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","LGBO","200","195","49880","47330"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Undeclared","325","320","49560","44110"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Unknown","785","765","49300","51500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","830","800","38910","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","LGBO","50","50","36960","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Undeclared","55","50","36590","33790"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Unknown","305","300","38260","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","1485","1485","52540","53640"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","LGBO","125","125","51950","53470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Undeclared","205","205","51950","54470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Unknown","325","325","54660","55060"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","Heterosexual / straight","220","215","34730","34140"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Outside London","Unknown","750","725","30570","28120"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","Heterosexual / straight","155","150","66860","61760"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","Undeclared","30","30","62460","53280"
"In post","2021","Government Actuary's Department","Chancellor's other departments","London","Unknown","10","10","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","Heterosexual / straight","150","145","52580","51290"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","LGBO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","Heterosexual / straight","240","230","45730","43670"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","Undeclared","30","30","47170","44590"
"In post","2021","Government Internal Audit Agency","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","London","Heterosexual / straight","1570","1475","53120","51250"
"In post","2021","Government Legal Department","Attorney General's Departments","London","LGBO","150","145","53130","51250"
"In post","2021","Government Legal Department","Attorney General's Departments","London","Undeclared","165","155","55240","52730"
"In post","2021","Government Legal Department","Attorney General's Departments","London","Unknown","550","500","58630","64680"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","Heterosexual / straight","55","50","56060","54730"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","Heterosexual / straight","60","60","52350","54700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","London","Unknown","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","95","95","49900","49700"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","Heterosexual / straight","105","100","49110","45380"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","LGBO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","London","Unknown","15","15","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","Heterosexual / straight","1720","1610","42890","40230"
