"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","Inner London - West","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","London","Inner London - East","20","20","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Crime Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Infrastructure Commission","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Records of Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Records of Scotland","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Savings and Investments","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Savings and Investments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Savings and Investments","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Savings and Investments","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Budget Responsibility","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of the Public Guardian","London","Inner London - East","[c]","[c]","[c]","[c]"
