"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Declared non-disabled","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Legal Department","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Health and Safety Executive","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","65","[c]","21570","20100"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","255","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Prison and Probation Service","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","280","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Operational Delivery","50","[c]","29860","26030"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","Unknown","40","[c]","32480","25120"
"Leaver CS","2021","40-49","Declared non-disabled","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Legal Aid Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Met Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","30","[c]","43450","30620"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","60","[c]","27140","29560"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Other","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of the Public Guardian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Operational Delivery","35","[c]","44490","44940"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Public Health England","Science and Engineering","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Registers of Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Government (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Valuation Office Agency","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Veterinary Medicines Directorate","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wales Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Driver and Vehicle Licensing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Courts and Tribunals Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Operational Delivery","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Prison and Probation Service","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office (incl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
