"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AO","10","[c]","21340","21060"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","10","[c]","26900","25880"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","HEO","10","[c]","32840","31700"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","30","[c]","19410","19750"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","80","[c]","24940","25750"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","25","[c]","34030","33700"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AO","20","[c]","20200","21270"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","AA","35","[c]","19390","18850"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","AO","245","[c]","20650","19630"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","EO","180","[c]","25010","25010"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","HEO","185","[c]","31150","32330"
"New entrant CS","2021","20-29","Public Health England","Department of Health and Social Care","SEO","70","[c]","38630","39580"
"New entrant CS","2021","20-29","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Revenue Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Revenue Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","10","[c]","21050","21050"
"New entrant CS","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","AA","10","[c]","20070","20070"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","AO","30","[c]","20920","20850"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Forestry","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","AA","30","[c]","20060","20060"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","AO","30","[c]","23490","23340"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","EO","60","[c]","26170","26160"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","G7","15","[c]","49960","48930"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","HEO","100","[c]","31190","30650"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","SEO","15","[c]","39060","38540"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","AA","15","[c]","19040","18980"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","AO","85","[c]","20970","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Scottish Government","EO","10","[c]","26220","25980"
"New entrant CS","2021","20-29","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Attorney General's Departments","EO","10","[c]","26670","26090"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","AA","70","[c]","20140","20060"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","EO","25","[c]","26590","26160"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Scottish Government","AA","10","[c]","20060","20060"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Ministry of Defence","Unknown","60","[c]","26930","27540"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Scottish Government","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","AO","35","[c]","20250","20170"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","20","[c]","21140","21140"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","50","[c]","24510","23320"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","85","[c]","19460","19130"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","105","[c]","23650","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","250","[c]","30940","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","50","[c]","37710","37020"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","AO","55","[c]","21090","20880"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","EO","55","[c]","25210","24500"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","HEO","25","[c]","30970","30000"
"New entrant CS","2021","20-29","Valuation Office Agency","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Wales Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","AO","65","[c]","20530","20500"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Revenue Authority","Welsh Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","40","[c]","24480","24250"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","45","[c]","21420","21050"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","40","[c]","25890","24920"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","15","[c]","36250","35900"
"New entrant CS","2021","30-39","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","AO","15","[c]","20430","20800"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","EO","30","[c]","26540","27500"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","G6","20","[c]","74660","66950"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","G7","80","[c]","55040","54700"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","HEO","80","[c]","32250","32950"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","55","[c]","73100","68000"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","SEO","45","[c]","39610","40600"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","G7","15","[c]","55360","54660"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","EO","10","[c]","24210","23060"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","G7","10","[c]","51790","50900"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","HEO","15","[c]","29500","29450"
"New entrant CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","SEO","15","[c]","37050","35740"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","AO","15","[c]","20760","20760"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","AO","40","[c]","20180","20120"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","EO","15","[c]","27330","26970"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","G7","75","[c]","51580","50520"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","HEO","45","[c]","37580","38000"
"New entrant CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","EO","40","[c]","22640","23000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","G7","15","[c]","55670","55000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","HEO","55","[c]","29240","29000"
"New entrant CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","SEO","55","[c]","41940","41750"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","SEO","25","[c]","37260","37320"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","15","[c]","27980","27680"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","10","[c]","71920","69080"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","30","[c]","54280","53380"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","35","[c]","34530","33570"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","40","[c]","40960","40050"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","10","[c]","26180","26180"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","35","[c]","54870","51730"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","55","[c]","35370","34020"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","EO","30","[c]","25780","25000"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","G6","10","[c]","64240","64180"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","G7","35","[c]","51820","51960"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","HEO","30","[c]","30590","29360"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","SEO","50","[c]","38210","36500"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","25","[c]","24910","24920"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","15","[c]","63230","61750"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","55","[c]","51260","52290"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","90","[c]","30830","30080"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","65","[c]","37760","37080"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","G7","20","[c]","52390","51710"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","HEO","25","[c]","31970","31800"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for International Trade","Department for International Trade","SEO","20","[c]","39570","38160"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","EO","10","[c]","27220","29970"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","G7","35","[c]","55560","54110"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","HEO","50","[c]","33770","34710"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","SEO","30","[c]","41650","42470"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","1070","[c]","21620","21010"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","2805","[c]","28630","27570"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","10","[c]","70330","71150"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","45","[c]","54490","54070"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","50","[c]","33520","31990"
