"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Home Office","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","EO","15","[c]","27850","27370"
"Leaver CS","2021","Home Office","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","AA","30","[c]","18940","17990"
"Leaver CS","2021","Home Office","Operational Delivery","AO","195","[c]","21790","21430"
"Leaver CS","2021","Home Office","Operational Delivery","EO","240","[c]","26900","27240"
"Leaver CS","2021","Home Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","HEO","45","[c]","33830","33250"
"Leaver CS","2021","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","SEO","15","[c]","41650","41970"
"Leaver CS","2021","Home Office","Other","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","EO","45","[c]","28140","28330"
"Leaver CS","2021","Home Office","Other","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","EO","10","[c]","28820","28670"
"Leaver CS","2021","Home Office","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","SEO","10","[c]","42520","41970"
"Leaver CS","2021","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","AA","60","[c]","20430","21770"
"Leaver CS","2021","Home Office","Unknown","AO","135","[c]","22010","21010"
"Leaver CS","2021","Home Office","Unknown","EO","160","[c]","26410","26730"
"Leaver CS","2021","Home Office","Unknown","G6","10","[c]","72070","71710"
"Leaver CS","2021","Home Office","Unknown","G7","25","[c]","57820","56260"
"Leaver CS","2021","Home Office","Unknown","HEO","75","[c]","33860","33960"
"Leaver CS","2021","Home Office","Unknown","SCS level","10","[c]","101720","84660"
"Leaver CS","2021","Home Office","Unknown","SEO","35","[c]","41460","40640"
"Leaver CS","2021","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","EO","20","[c]","22580","22780"
"Leaver CS","2021","Ministry of Defence","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","HEO","20","[c]","31380","32430"
"Leaver CS","2021","Ministry of Defence","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","SEO","25","[c]","41880","42080"
"Leaver CS","2021","Ministry of Defence","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","HEO","10","[c]","33530","33300"
"Leaver CS","2021","Ministry of Defence","Communications","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","EO","20","[c]","27800","26740"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","HEO","15","[c]","32820","33290"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","SEO","20","[c]","41830","42510"
"Leaver CS","2021","Ministry of Defence","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","AO","15","[c]","21130","21130"
"Leaver CS","2021","Ministry of Defence","Finance","EO","15","[c]","25160","25970"
"Leaver CS","2021","Ministry of Defence","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","HEO","25","[c]","36110","33700"
"Leaver CS","2021","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","SEO","15","[c]","46550","47810"
"Leaver CS","2021","Ministry of Defence","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","AO","35","[c]","21180","21130"
"Leaver CS","2021","Ministry of Defence","Human Resources","EO","15","[c]","23880","26670"
"Leaver CS","2021","Ministry of Defence","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","HEO","15","[c]","34520","34120"
"Leaver CS","2021","Ministry of Defence","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","SEO","10","[c]","42830","42110"
"Leaver CS","2021","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","EO","10","[c]","30890","31560"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","HEO","15","[c]","35910","37000"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","AO","10","[c]","21240","21130"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","AO","35","[c]","22160","21940"
"Leaver CS","2021","Ministry of Defence","Medicine","EO","40","[c]","29640","30620"
"Leaver CS","2021","Ministry of Defence","Medicine","G6","30","[c]","84070","84980"
"Leaver CS","2021","Ministry of Defence","Medicine","G7","10","[c]","63300","63830"
"Leaver CS","2021","Ministry of Defence","Medicine","HEO","40","[c]","36500","37890"
"Leaver CS","2021","Ministry of Defence","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","SEO","20","[c]","42220","41720"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","AO","30","[c]","20920","20920"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","EO","30","[c]","27380","26930"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","HEO","25","[c]","33030","33300"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","AA","15","[c]","17180","17180"
"Leaver CS","2021","Ministry of Defence","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other","AA","150","[c]","19100","18800"
"Leaver CS","2021","Ministry of Defence","Other","AO","260","[c]","21440","21130"
"Leaver CS","2021","Ministry of Defence","Other","EO","330","[c]","27150","28190"
"Leaver CS","2021","Ministry of Defence","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other","HEO","185","[c]","33930","33300"
"Leaver CS","2021","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other","SEO","40","[c]","41300","40850"
"Leaver CS","2021","Ministry of Defence","Other","Unknown","170","[c]","35750","32700"
"Leaver CS","2021","Ministry of Defence","Policy","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","AO","10","[c]","21170","21020"
"Leaver CS","2021","Ministry of Defence","Project Delivery","EO","60","[c]","22440","25640"
"Leaver CS","2021","Ministry of Defence","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","G7","30","[c]","52730","53290"
"Leaver CS","2021","Ministry of Defence","Project Delivery","HEO","75","[c]","32150","32720"
"Leaver CS","2021","Ministry of Defence","Project Delivery","SCS level","15","[c]","97120","95000"
"Leaver CS","2021","Ministry of Defence","Project Delivery","SEO","85","[c]","41180","40580"
"Leaver CS","2021","Ministry of Defence","Project Delivery","Unknown","15","[c]","44540","41070"
"Leaver CS","2021","Ministry of Defence","Property","AA","50","[c]","17950","17630"
"Leaver CS","2021","Ministry of Defence","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Property","EO","15","[c]","27450","26930"
"Leaver CS","2021","Ministry of Defence","Property","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Property","HEO","35","[c]","34090","33630"
"Leaver CS","2021","Ministry of Defence","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Property","SEO","25","[c]","41410","40580"
"Leaver CS","2021","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","AA","45","[c]","17260","17180"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","AO","50","[c]","21260","21740"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","EO","65","[c]","24300","25190"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","G7","25","[c]","52580","53110"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","HEO","90","[c]","31550","31950"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","SEO","65","[c]","41680","41170"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","Unknown","30","[c]","36870","35860"
"Leaver CS","2021","Ministry of Defence","Security","AA","120","[c]","19950","19560"
"Leaver CS","2021","Ministry of Defence","Security","AO","170","[c]","33540","38120"
"Leaver CS","2021","Ministry of Defence","Security","EO","35","[c]","33020","29960"
"Leaver CS","2021","Ministry of Defence","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","HEO","15","[c]","41850","36460"
"Leaver CS","2021","Ministry of Defence","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","AO","15","[c]","21310","21130"
"Leaver CS","2021","Ministry of Defence","Unknown","EO","20","[c]","26670","26670"
"Leaver CS","2021","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","HEO","20","[c]","34350","33300"
"Leaver CS","2021","Ministry of Defence","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","SEO","10","[c]","41470","41060"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","G7","10","[c]","55520","54000"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data and Technology","G7","20","[c]","61290","58360"
"Leaver CS","2021","Ministry of Justice","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","G7","15","[c]","66710","66130"
"Leaver CS","2021","Ministry of Justice","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
