"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Legal","Scotland","10","5","[c]","[c]"
"In post","2021","65+","Scottish Government","Operational Delivery","Scotland","155","115","26410","24130"
"In post","2021","65+","Scottish Government","Other","Scotland","20","15","35550","37600"
"In post","2021","65+","Scottish Government","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Unknown","Scotland","220","175","37790","31060"
"In post","2021","65+","The National Archives","Commercial","London","5","5","[c]","[c]"
"In post","2021","65+","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Operational Delivery","London","10","5","[c]","[c]"
"In post","2021","65+","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Operational Delivery","South East (England)","205","125","21640","19520"
"In post","2021","65+","United Kingdom Statistics Authority","Operational Delivery","Wales","20","15","26010","24380"
"In post","2021","65+","United Kingdom Statistics Authority","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Finance","Wales","10","5","39740","26340"
"In post","2021","65+","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Operational Delivery","Wales","75","55","34680","28850"
"In post","2021","65+","Welsh Government","Other","Wales","15","10","47510","37410"
"In post","2021","65+","Welsh Government","Policy","Wales","35","30","42650","37410"
"In post","2021","65+","Welsh Government","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Property","Wales","5","5","[c]","[c]"
"In post","2021","65+","Welsh Government","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Social Research","Wales","5","5","[c]","[c]"
"In post","2021","65+","Welsh Government","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Policy","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Science and Engineering","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Unknown","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","London","10","[c]","23780","24590"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Other","London","10","[c]","27180","27150"
"Leaver CS","2021","20-29","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","London","75","[c]","30830","26000"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Unknown","45","[c]","28560","28000"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","Other","London","15","[c]","26820","24090"
"Leaver CS","2021","20-29","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Project Delivery","London","10","[c]","33250","27150"
"Leaver CS","2021","20-29","Competition and Markets Authority","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Economics","London","20","[c]","28490","24300"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Other","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Policy","London","25","[c]","34670","33570"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","London","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Communications","London","15","[c]","28590","28500"
"Leaver CS","2021","20-29","Department for Education","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Digital, Data and Technology","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Policy","London","35","[c]","38410","33610"
"Leaver CS","2021","20-29","Department for Education","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
