"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","London","60","60","42390","34190"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","Scotland","55","50","33970","33930"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Operational Delivery","South East (England)","50","45","31280","27400"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Operational Research","London","20","15","62870","69390"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Other","London","30","30","75860","73070"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Other","Overseas","30","30","73610","73070"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Other","Scotland","15","15","73720","70500"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Other","South East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Policy","London","465","455","53590","48840"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Policy","Overseas","400","395","60100","58850"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Policy","Scotland","20","20","52760","52390"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Policy","South East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Project Delivery","London","35","35","43910","38600"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","10","10","58810","56110"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Project Delivery","Scotland","40","35","37930","33930"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Project Delivery","South East (England)","25","25","39250","35530"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Property","London","55","50","54050","50590"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Property","Overseas","40","40","42840","42020"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Property","South East (England)","50","50","41150","38840"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Security","London","50","50","41280","34170"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Security","Overseas","30","30","34910","34350"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Security","South East (England)","60","60","41810","40830"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Unknown","London","45","45","59800","59470"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Commercial","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Communications","London","10","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","East of England","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","London","10","10","43100","44260"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","North West (England)","15","10","29680","27130"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","South West (England)","150","140","40930","38450"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Finance","London","15","15","45900","44260"
"In post","2021","50-59","HM Land Registry","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Human Resources","East Midlands (England)","15","15","32820","27130"
"In post","2021","50-59","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Legal","East Midlands (England)","15","10","46680","46590"
"In post","2021","50-59","HM Land Registry","Legal","East of England","10","10","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Legal","London","15","15","58990","61420"
"In post","2021","50-59","HM Land Registry","Legal","North East (England)","10","10","47440","47650"
"In post","2021","50-59","HM Land Registry","Legal","North West (England)","15","15","44430","36200"
"In post","2021","50-59","HM Land Registry","Legal","South West (England)","20","20","45840","38500"
"In post","2021","50-59","HM Land Registry","Legal","Wales","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Legal","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Operational Delivery","East Midlands (England)","295","275","30280","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","East of England","120","110","30590","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","London","80","75","35930","37290"
"In post","2021","50-59","HM Land Registry","Operational Delivery","North East (England)","245","220","29730","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","North West (England)","295","260","29640","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","South West (England)","385","335","29970","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","Wales","240","210","30340","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","West Midlands (England)","220","205","29980","27130"
"In post","2021","50-59","HM Land Registry","Operational Delivery","Yorkshire and The Humber","140","120","30330","27130"
"In post","2021","50-59","HM Land Registry","Other","London","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","East Midlands (England)","10","10","40730","38550"
"In post","2021","50-59","HM Land Registry","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Land Registry","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
