"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","AA/AO","30","[c]","24020","22920"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","EO","20","[c]","31360","30160"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Legal","G6/G7","65","[c]","60520","57500"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Legal","SCS level","10","[c]","91050","80980"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Other","EO","15","[c]","26880","26950"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","G6/G7","10","[c]","56220","54850"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","AA/AO","20","[c]","21480","21640"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","EO","15","[c]","28210","29050"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","G6/G7","15","[c]","65370","59090"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","SEO/HEO","50","[c]","48220","45240"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","SEO/HEO","75","[c]","40660","43460"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","AA/AO","1040","[c]","19680","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","EO","125","[c]","24190","24070"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","G6/G7","15","[c]","56390","56680"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","SEO/HEO","75","[c]","32200","30850"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","SEO/HEO","10","[c]","37080","38450"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Legal","G6/G7","10","[c]","66000","65970"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","AA/AO","75","[c]","22500","22350"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","EO","65","[c]","27150","27130"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","SEO/HEO","50","[c]","34760","33840"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","HM Land Registry","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","AA/AO","2715","[c]","26070","25850"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","EO","195","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","SEO/HEO","105","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","Unknown","605","[c]","34040","37170"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","AA/AO","100","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","EO","60","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","SEO/HEO","105","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","AA/AO","2445","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","EO","1175","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","G6/G7","335","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","SEO/HEO","1110","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","G6/G7","10","[c]","60880","59890"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","SEO/HEO","15","[c]","42180","41970"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","EO","15","[c]","27850","27370"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
