"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","105","105","38210","38160"
"In post","2021","50-59","Ministry of Justice","AA/AO","Female","5200","4675","22380","21080"
"In post","2021","50-59","Ministry of Justice","AA/AO","Male","5115","4885","27150","29950"
"In post","2021","50-59","Ministry of Justice","EO","Female","1505","1435","26800","26410"
"In post","2021","50-59","Ministry of Justice","EO","Male","1685","1635","30940","32940"
"In post","2021","50-59","Ministry of Justice","G6/G7","Female","490","480","62110","60080"
"In post","2021","50-59","Ministry of Justice","G6/G7","Male","525","520","67020","65740"
"In post","2021","50-59","Ministry of Justice","SCS level","Female","65","65","89330","86800"
"In post","2021","50-59","Ministry of Justice","SCS level","Male","70","70","96450","99100"
"In post","2021","50-59","Ministry of Justice","SEO/HEO","Female","1810","1725","38290","36800"
"In post","2021","50-59","Ministry of Justice","SEO/HEO","Male","2065","2015","42270","38160"
"In post","2021","50-59","Ministry of Justice","Unknown","Female","2045","1885","31240","28200"
"In post","2021","50-59","Ministry of Justice","Unknown","Male","805","785","32740","33360"
"In post","2021","50-59","National Crime Agency","AA/AO","Female","40","40","24360","24270"
"In post","2021","50-59","National Crime Agency","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","50-59","National Crime Agency","EO","Female","175","170","33880","34140"
"In post","2021","50-59","National Crime Agency","EO","Male","355","350","35790","36410"
"In post","2021","50-59","National Crime Agency","G6/G7","Female","40","40","63970","63010"
"In post","2021","50-59","National Crime Agency","G6/G7","Male","120","120","66740","64410"
"In post","2021","50-59","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Crime Agency","SCS level","Male","10","10","[c]","[c]"
"In post","2021","50-59","National Crime Agency","SEO/HEO","Female","195","190","43990","43830"
"In post","2021","50-59","National Crime Agency","SEO/HEO","Male","580","580","46630","45480"
"In post","2021","50-59","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","AA/AO","Female","40","35","21170","21160"
"In post","2021","50-59","Office for Standards in Education","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","EO","Female","15","15","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","EO","Male","10","10","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","G6/G7","Female","155","155","74350","75500"
"In post","2021","50-59","Office for Standards in Education","G6/G7","Male","85","80","74650","75500"
"In post","2021","50-59","Office for Standards in Education","SCS level","Female","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","SCS level","Male","5","5","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","SEO/HEO","Female","175","170","47480","51360"
"In post","2021","50-59","Office for Standards in Education","SEO/HEO","Male","40","40","42910","42850"
"In post","2021","50-59","Office of Gas and Electricity Markets","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","EO","Female","20","20","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","EO","Male","10","10","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Male","40","40","65220","64640"
"In post","2021","50-59","Office of Gas and Electricity Markets","SCS level","Female","5","5","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","SCS level","Male","10","10","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","EO","Female","5","5","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Female","5","5","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","G6/G7","Male","45","45","64440","63920"
"In post","2021","50-59","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","SCS level","Male","5","5","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","EO","Female","20","20","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","EO","Male","10","10","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","G6/G7","Female","40","40","54660","55100"
"In post","2021","50-59","Other Cabinet Office Agencies","G6/G7","Male","50","50","57620","58000"
"In post","2021","50-59","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","SCS level","Male","15","15","[c]","[c]"
"In post","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Female","55","55","33770","34800"
"In post","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Male","50","50","36460","35790"
"In post","2021","50-59","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","50-59","Scotland Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","50-59","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","50-59","Scottish Government","AA/AO","Female","795","710","22800","22230"
"In post","2021","50-59","Scottish Government","AA/AO","Male","655","630","24120","23340"
"In post","2021","50-59","Scottish Government","EO","Female","535","500","29820","29350"
"In post","2021","50-59","Scottish Government","EO","Male","1045","1015","32380","33650"
"In post","2021","50-59","Scottish Government","G6/G7","Female","555","535","64930","64060"
"In post","2021","50-59","Scottish Government","G6/G7","Male","505","500","65250","64450"
"In post","2021","50-59","Scottish Government","SCS level","Female","60","60","91360","83230"
"In post","2021","50-59","Scottish Government","SCS level","Male","70","70","90160","83230"
"In post","2021","50-59","Scottish Government","SEO/HEO","Female","890","845","40430","39500"
"In post","2021","50-59","Scottish Government","SEO/HEO","Male","1020","985","41450","39500"
"In post","2021","50-59","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","50-59","The National Archives","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","50-59","The National Archives","EO","Female","10","10","[c]","[c]"
"In post","2021","50-59","The National Archives","EO","Male","10","10","[c]","[c]"
"In post","2021","50-59","The National Archives","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","50-59","The National Archives","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","50-59","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","The National Archives","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","50-59","The National Archives","SEO/HEO","Male","40","40","39750","37310"
"In post","2021","50-59","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","EO","Female","5","5","[c]","[c]"
"In post","2021","50-59","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","50-59","UK Export Finance","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","50-59","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Export Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2021","50-59","UK Export Finance","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","50-59","UK Export Finance","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","AA/AO","Female","280","190","19560","19520"
"In post","2021","50-59","United Kingdom Statistics Authority","AA/AO","Male","200","135","19710","19520"
