"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Revenue Scotland","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","Male","140","[c]","35640","32400"
"Leaver CS","2021","Rural Payments Agency","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","AA/AO","Female","30","[c]","22260","22820"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","AA/AO","Male","30","[c]","21210","20070"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","AA/AO","Female","30","[c]","22190","22230"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","SEO/HEO","Female","45","[c]","38380","37580"
"Leaver CS","2021","Scottish Government (excl. agencies)","Outside London","SEO/HEO","Male","60","[c]","39280","37210"
"Leaver CS","2021","Scottish Government (excl. agencies)","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","AA/AO","Female","45","[c]","22530","21640"
"Leaver CS","2021","Scottish Prison Service","Outside London","AA/AO","Male","40","[c]","23690","22430"
"Leaver CS","2021","Scottish Prison Service","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","EO","Male","80","[c]","33020","33650"
"Leaver CS","2021","Scottish Prison Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Outside London","Unknown","Male","35","[c]","40290","38280"
"Leaver CS","2021","The National Archives","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","AA/AO","Female","65","[c]","19240","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","AA/AO","Male","85","[c]","19480","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Female","40","[c]","33850","36030"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Outside London","AA/AO","Female","45","[c]","20580","20880"
"Leaver CS","2021","Valuation Office Agency","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Outside London","EO","Female","40","[c]","25640","25860"
"Leaver CS","2021","Valuation Office Agency","Outside London","EO","Male","60","[c]","25380","25500"
"Leaver CS","2021","Valuation Office Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Outside London","SEO/HEO","Male","30","[c]","39750","42140"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
