"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","AA/AO","Female","75","[c]","22780","23530"
"New entrant CS","2021","Public Health England","London","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","EO","Female","130","[c]","26200","26880"
"New entrant CS","2021","Public Health England","London","EO","Male","60","[c]","26280","26880"
"New entrant CS","2021","Public Health England","London","G6/G7","Female","85","[c]","56620","52670"
"New entrant CS","2021","Public Health England","London","G6/G7","Male","60","[c]","58190","58770"
"New entrant CS","2021","Public Health England","London","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","SEO/HEO","Female","335","[c]","35860","36330"
"New entrant CS","2021","Public Health England","London","SEO/HEO","Male","120","[c]","35990","33950"
"New entrant CS","2021","Public Health England","Outside London","AA/AO","Female","240","[c]","19930","19630"
"New entrant CS","2021","Public Health England","Outside London","AA/AO","Male","90","[c]","19780","19630"
"New entrant CS","2021","Public Health England","Outside London","EO","Female","115","[c]","23820","23140"
"New entrant CS","2021","Public Health England","Outside London","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Outside London","G6/G7","Female","55","[c]","55840","51300"
"New entrant CS","2021","Public Health England","Outside London","G6/G7","Male","30","[c]","56250","52380"
"New entrant CS","2021","Public Health England","Outside London","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Outside London","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Outside London","SEO/HEO","Female","385","[c]","33900","32050"
"New entrant CS","2021","Public Health England","Outside London","SEO/HEO","Male","110","[c]","33470","32910"
"New entrant CS","2021","Registers of Scotland","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","AA/AO","Female","55","[c]","20730","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","AA/AO","Male","30","[c]","20520","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","AA/AO","Female","60","[c]","21910","23340"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","AA/AO","Male","45","[c]","23210","23340"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","EO","Female","85","[c]","26300","26160"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","EO","Male","50","[c]","26510","26160"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","G6/G7","Female","105","[c]","54590","48930"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","G6/G7","Male","70","[c]","56390","50700"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","SEO/HEO","Female","235","[c]","34950","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Outside London","SEO/HEO","Male","130","[c]","35210","33620"
"New entrant CS","2021","Scottish Housing Regulator","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Outside London","AA/AO","Female","105","[c]","20420","20810"
"New entrant CS","2021","Scottish Prison Service","Outside London","AA/AO","Male","140","[c]","21390","20810"
"New entrant CS","2021","Scottish Prison Service","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Outside London","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
