"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Education","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Education","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education","London","EO","Heterosexual / straight","175","170","29350","29500"
"In post","2021","Department for Education","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Education","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Department for Education","London","EO","Unknown","70","70","28940","28500"
"In post","2021","Department for Education","London","G6/G7","Heterosexual / straight","765","730","59320","55190"
"In post","2021","Department for Education","London","G6/G7","LGBO","70","70","58940","56360"
"In post","2021","Department for Education","London","G6/G7","Undeclared","90","90","59250","54400"
"In post","2021","Department for Education","London","G6/G7","Unknown","265","255","59150","56340"
"In post","2021","Department for Education","London","SCS level","Heterosexual / straight","130","125","82470","74110"
"In post","2021","Department for Education","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Education","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education","London","SCS level","Unknown","45","40","89190","82040"
"In post","2021","Department for Education","London","SEO/HEO","Heterosexual / straight","605","590","38760","40230"
"In post","2021","Department for Education","London","SEO/HEO","LGBO","60","60","39290","40230"
"In post","2021","Department for Education","London","SEO/HEO","Undeclared","65","65","39110","40230"
"In post","2021","Department for Education","London","SEO/HEO","Unknown","205","200","38560","40230"
"In post","2021","Department for Education","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Outside London","AA/AO","Heterosexual / straight","55","50","20990","21000"
"In post","2021","Department for Education","Outside London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Education","Outside London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Education","Outside London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education","Outside London","EO","Heterosexual / straight","495","470","25640","25000"
"In post","2021","Department for Education","Outside London","EO","LGBO","40","40","25460","25000"
"In post","2021","Department for Education","Outside London","EO","Undeclared","35","35","26160","26000"
"In post","2021","Department for Education","Outside London","EO","Unknown","115","110","25530","25000"
"In post","2021","Department for Education","Outside London","G6/G7","Heterosexual / straight","1225","1185","54680","50630"
"In post","2021","Department for Education","Outside London","G6/G7","LGBO","70","65","53750","50630"
"In post","2021","Department for Education","Outside London","G6/G7","Undeclared","120","115","54670","50630"
"In post","2021","Department for Education","Outside London","G6/G7","Unknown","270","265","54050","50630"
"In post","2021","Department for Education","Outside London","SCS level","Heterosexual / straight","80","80","83140","74800"
"In post","2021","Department for Education","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Education","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education","Outside London","SEO/HEO","Heterosexual / straight","1945","1875","34560","36500"
"In post","2021","Department for Education","Outside London","SEO/HEO","LGBO","140","135","34020","33510"
"In post","2021","Department for Education","Outside London","SEO/HEO","Undeclared","185","180","34930","36500"
"In post","2021","Department for Education","Outside London","SEO/HEO","Unknown","455","440","34750","36500"
"In post","2021","Department for Education","Outside London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Heterosexual / straight","60","55","24360","24370"
"In post","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","EO","Heterosexual / straight","195","190","28600","28270"
"In post","2021","Department for Environment, Food and Rural Affairs","London","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","EO","Unknown","60","60","28870","28470"
"In post","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Heterosexual / straight","575","555","57340","55080"
"In post","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","LGBO","60","60","56040","53840"
"In post","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Undeclared","60","60","56560","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Unknown","185","175","57670","54720"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Heterosexual / straight","95","95","84400","77450"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Unknown","30","30","86890","76580"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Heterosexual / straight","765","750","36300","35110"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","LGBO","85","80","36510","35890"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Undeclared","95","95","36170","34760"
"In post","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Unknown","235","230","36900","37710"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Heterosexual / straight","1015","920","21520","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","LGBO","75","70","21600","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Undeclared","105","95","21380","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Unknown","755","690","21190","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Heterosexual / straight","1050","985","25970","25270"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","LGBO","90","85","25620","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Undeclared","130","125","25890","25330"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Unknown","485","445","25480","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Heterosexual / straight","1015","985","52850","50460"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","LGBO","50","45","51100","49170"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Undeclared","125","120","53690","52640"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Unknown","270","260","52790","49570"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Heterosexual / straight","70","65","84090","77040"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Heterosexual / straight","2125","2020","34430","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","LGBO","115","115","33530","32830"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Undeclared","285","270","35280","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Unknown","670","635","33940","33590"
"In post","2021","Department for International Trade","London","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for International Trade","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Department for International Trade","London","EO","Heterosexual / straight","125","125","27650","26510"
"In post","2021","Department for International Trade","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Department for International Trade","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","London","EO","Unknown","85","85","27470","26760"
