"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","AA/AO","AO","25","[c]","22620","21950"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","G6/G7","G7","15","[c]","56780","55000"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","HEO","15","[c]","32920","32430"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","EO","EO","90","[c]","22290","21000"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","G6/G7","G6","15","[c]","63620","61450"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","G6/G7","G7","45","[c]","50150","50570"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","SEO/HEO","HEO","145","[c]","28570","28620"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","SEO/HEO","SEO","85","[c]","37470","38150"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","G7","25","[c]","49280","46130"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","HEO","15","[c]","27780","28650"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","SEO","10","[c]","37760","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","EO","35","[c]","27000","27020"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","G6","45","[c]","64140","64700"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","G7","145","[c]","53350","53380"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","25","[c]","93250","79050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","120","[c]","32880","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","75","[c]","39730","39250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","EO","30","[c]","25460","25110"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","G6","20","[c]","61890","61340"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","G7","65","[c]","53190","50840"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","85","[c]","34880","32660"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","EO","EO","30","[c]","27880","28500"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","G6/G7","G6","15","[c]","64930","65220"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","G6/G7","G7","45","[c]","54170","54050"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","SEO/HEO","HEO","55","[c]","34020","33610"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","SEO/HEO","SEO","40","[c]","41080","40780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","EO","40","[c]","29230","28170"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","[c]","64100","63780"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G7","85","[c]","53500","53590"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","79150","75390"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","165","[c]","33340","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","80","[c]","40070","39420"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","EO","EO","25","[c]","26550","26200"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","G6/G7","G6","20","[c]","64860","62710"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","G6/G7","G7","75","[c]","52360","51970"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","SCS level","SCS level","10","[c]","89920","74920"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","SEO/HEO","HEO","75","[c]","31760","31180"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","SEO/HEO","SEO","60","[c]","38560","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","EO","EO","20","[c]","29860","29640"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G6","10","[c]","67200","66090"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G7","45","[c]","54850","54650"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","SCS level","SCS level","10","[c]","92670","80070"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","HEO","70","[c]","35040","34700"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","SEO","45","[c]","43080","42890"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AO","335","[c]","21180","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","EO","645","[c]","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G6","30","[c]","66630","66250"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G7","60","[c]","53640","54070"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","SCS level","10","[c]","81790","79880"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","HEO","175","[c]","33170","31990"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","SEO","95","[c]","37840","36970"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AA","10","[c]","17800","17800"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AO","40","[c]","21300","21380"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","EO","EO","15","[c]","25180","26130"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","HEO","20","[c]","32030","31860"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","SEO","10","[c]","41690","42220"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AO","20","[c]","21840","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","EO","EO","15","[c]","27090","26370"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","HEO","15","[c]","31750","31380"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","SEO","10","[c]","40900","41090"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","SEO/HEO","HEO","15","[c]","32420","32830"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","20","[c]","67210","67230"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","60","[c]","53190","53250"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","80","[c]","36340","36680"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","30","[c]","42280","42200"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","EO","EO","20","[c]","27150","27350"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","G6/G7","G6","15","[c]","66080","65170"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","G6/G7","G7","35","[c]","51780","51250"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","HEO","10","[c]","32620","31180"
"Leaver Dept.","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","EO","EO","10","[c]","26470","26420"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AA","20","[c]","17130","16840"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","AO","185","[c]","20260","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","EO","80","[c]","23660","22710"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","G7","15","[c]","58290","58130"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","HEO","35","[c]","29100","29690"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","SEO","35","[c]","37310","36800"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","AO","155","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","EO","EO","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","AO","695","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","EO","320","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","G7","110","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","HEO","230","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","SEO","105","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","HEO","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","AA/AO","AO","150","[c]","21850","21010"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","EO","EO","350","[c]","26290","25160"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","G6/G7","G6","50","[c]","67800","68720"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","G6/G7","G7","120","[c]","56580","56300"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","SCS level","SCS level","25","[c]","89400","79900"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","HEO","235","[c]","33460","33960"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","SEO","140","[c]","41470","41650"
"Leaver Dept.","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","AO","20","[c]","21200","20880"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
