"Status","Year","Function_of_post","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Submarine Delivery Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Outside London","Heterosexual / straight","175","170","37640","32710"
"In post","2021","Human Resources","Submarine Delivery Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","The National Archives","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Intellectual Property Office","Outside London","Heterosexual / straight","40","35","37810","35200"
"In post","2021","Human Resources","UK Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Intellectual Property Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Space Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","London","Unknown","15","10","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","125","115","36680","34530"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Unknown","40","40","32720","29540"
"In post","2021","Human Resources","Valuation Office Agency","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","Outside London","Heterosexual / straight","45","45","38330","33250"
"In post","2021","Human Resources","Valuation Office Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Valuation Office Agency","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","London","Heterosexual / straight","105","105","55840","54130"
"In post","2021","Internal Audit","Government Internal Audit Agency","London","LGBO","10","10","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Outside London","Heterosexual / straight","190","180","47260","44980"
"In post","2021","Internal Audit","Government Internal Audit Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","London","Unknown","5","5","[c]","[c]"
