"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Communications","Outside London","EO","350","330","26680","26670"
"In post","2021","Communications","Communications","Outside London","G6","70","70","64200","63770"
"In post","2021","Communications","Communications","Outside London","G7","195","190","52110","52580"
"In post","2021","Communications","Communications","Outside London","HEO","435","415","32480","32590"
"In post","2021","Communications","Communications","Outside London","SCS level","10","10","76580","75880"
"In post","2021","Communications","Communications","Outside London","SEO","410","390","39520","39180"
"In post","2021","Communications","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","EO","25","20","30830","31610"
"In post","2021","Communications","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","G7","10","10","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","HEO","20","20","33700","33000"
"In post","2021","Communications","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Operational Delivery","London","SEO","15","15","43760","43000"
"In post","2021","Communications","Operational Delivery","Outside London","AA","15","15","20070","20070"
"In post","2021","Communications","Operational Delivery","Outside London","AO","210","175","20820","21050"
"In post","2021","Communications","Operational Delivery","Outside London","EO","570","540","25680","25560"
"In post","2021","Communications","Operational Delivery","Outside London","G6","10","10","63320","64670"
"In post","2021","Communications","Operational Delivery","Outside London","G7","40","40","50790","52580"
"In post","2021","Communications","Operational Delivery","Outside London","HEO","445","435","31520","31810"
"In post","2021","Communications","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","Outside London","SEO","150","145","37800","38630"
"In post","2021","Communications","Other","London","EO","125","120","20920","20000"
"In post","2021","Communications","Other","London","G6","5","5","[c]","[c]"
"In post","2021","Communications","Other","London","G7","5","5","[c]","[c]"
"In post","2021","Communications","Other","London","HEO","50","50","28070","27460"
"In post","2021","Communications","Other","London","SEO","5","5","[c]","[c]"
"In post","2021","Communications","Other","Outside London","EO","45","40","19880","19040"
"In post","2021","Communications","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","Outside London","HEO","15","10","29280","29170"
"In post","2021","Communications","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","London","SEO","5","5","[c]","[c]"
"In post","2021","Communications","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Communications","Policy","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Policy","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Communications","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","Outside London","AO","45","40","20820","21110"
"In post","2021","Communications","Tax","Outside London","EO","1585","1530","25660","25560"
"In post","2021","Communications","Tax","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Communications","Tax","Outside London","G7","15","15","51510","52580"
"In post","2021","Communications","Tax","Outside London","HEO","420","410","31620","31810"
"In post","2021","Communications","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","Outside London","SEO","70","70","37860","38630"
"In post","2021","Communications","Unknown","London","AO","10","10","24120","24490"
"In post","2021","Communications","Unknown","London","EO","35","35","27860","27500"
"In post","2021","Communications","Unknown","London","G6","40","40","67110","66440"
"In post","2021","Communications","Unknown","London","G7","95","90","56230","54700"
"In post","2021","Communications","Unknown","London","HEO","60","60","35070","34640"
"In post","2021","Communications","Unknown","London","SCS level","20","20","86680","81040"
"In post","2021","Communications","Unknown","London","SEO","85","85","41590","40730"
"In post","2021","Communications","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Outside London","EO","255","250","25750","25560"
"In post","2021","Communications","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Communications","Unknown","Outside London","HEO","130","130","31960","31810"
"In post","2021","Communications","Unknown","Outside London","SEO","40","40","38770","38630"
"In post","2021","Communications","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","EO","45","40","27770","27020"
"In post","2021","Counter Fraud","Counter Fraud","London","G6","35","35","70530","69620"
"In post","2021","Counter Fraud","Counter Fraud","London","G7","45","45","58030","58470"
"In post","2021","Counter Fraud","Counter Fraud","London","HEO","105","105","34730","33100"
"In post","2021","Counter Fraud","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","London","SEO","90","90","42310","41240"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","AO","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","EO","35","35","26930","26780"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","G7","20","20","53770","55290"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","HEO","190","180","35120","34820"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","Outside London","SEO","75","75","42600","43050"
"In post","2021","Counter Fraud","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","G7","15","15","56950","59160"
"In post","2021","Counter Fraud","Intelligence Analysis","London","HEO","25","25","36380","36160"
"In post","2021","Counter Fraud","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","London","SEO","10","10","41480","41760"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","EO","25","20","25950","25560"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","G7","15","15","49640","52580"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","HEO","55","50","31980","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","Outside London","SEO","30","30","37510","38630"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
