"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Water Services Regulation Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","G6/G7","10","[c]","60320","60570"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","SCS level","10","[c]","102460","110000"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","10","[c]","36270","34550"
"New entrant CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","G6/G7","10","[c]","63950","59870"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Crown Commercial Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Commercial","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Commercial","SEO/HEO","25","[c]","38930","42000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","30","[c]","45010","50000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","10","[c]","33100","31000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Other","EO","70","[c]","18970","19040"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Other","G6/G7","15","[c]","56770","54000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Other","SEO/HEO","60","[c]","30820","29000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Project Delivery","EO","15","[c]","23670","24000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Project Delivery","SEO/HEO","65","[c]","35030","35000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Science and Engineering","EO","95","[c]","22160","25000"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Science and Engineering","SEO/HEO","85","[c]","37750","39500"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","EO","15","[c]","26180","26180"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","25","[c]","54030","51730"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","25","[c]","34450","34020"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Property","G6/G7","15","[c]","52750","49860"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","G6/G7","10","[c]","51200","48370"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","SEO/HEO","20","[c]","32810","32560"
"New entrant CS","2021","Project Delivery","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","EO","10","[c]","26070","26810"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","G6/G7","10","[c]","55970","54380"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","SEO/HEO","40","[c]","36590","34710"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Education and Skills Funding Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Forestry and Land Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","30","[c]","33460","30850"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Project Delivery","AA/AO","10","[c]","22350","22350"
"New entrant CS","2021","Project Delivery","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Project Delivery","SEO/HEO","15","[c]","39690","38550"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","EO","25","[c]","25560","25560"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","G6/G7","20","[c]","56660","52580"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","SEO/HEO","25","[c]","35510","38630"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Project Delivery","SEO/HEO","10","[c]","33980","32060"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","25","[c]","21020","20920"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","EO","100","[c]","24810","26350"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","30","[c]","58270","55050"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","205","[c]","36910","37000"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","G6/G7","15","[c]","51230","48200"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","EO","10","[c]","22040","21170"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","10","[c]","52260","54120"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","45","[c]","35000","35290"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Project Delivery","SEO/HEO","10","[c]","42820","42820"
"New entrant CS","2021","Project Delivery","National Savings and Investments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Project Delivery","Unknown","55","[c]","39510","39700"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","Science and Engineering","Unknown","85","[c]","31940","27540"
"New entrant CS","2021","Project Delivery","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","G6/G7","10","[c]","51380","49100"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","SEO/HEO","40","[c]","34100","36030"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","G6/G7","10","[c]","56590","53420"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","10","[c]","25270","24920"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G6/G7","10","[c]","59500","58060"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO/HEO","15","[c]","32200","30880"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","AA/AO","25","[c]","23550","25140"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","EO","15","[c]","28120","28120"
"New entrant CS","2021","Property","Forestry and Land Scotland","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Government Property Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Treasury (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
