"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department of Health and Social Care (excl. agencies)","London","10","[c]","48630","40650"
"New entrant CS","2021","40-49","Finance","Department of Health and Social Care (excl. agencies)","Outside London","10","[c]","40510","43170"
"New entrant CS","2021","40-49","Finance","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","HM Revenue and Customs (excl. agencies)","Outside London","15","[c]","32810","31810"
"New entrant CS","2021","40-49","Finance","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Ministry of Defence (excl. agencies)","Outside London","20","[c]","34020","29750"
"New entrant CS","2021","40-49","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Public Health England","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Rural Payments Agency","Outside London","15","[c]","21150","21050"
"New entrant CS","2021","40-49","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for Education (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","15","[c]","50220","45610"
"New entrant CS","2021","40-49","Human Resources","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Ministry of Defence (excl. agencies)","Outside London","10","[c]","24980","20920"
"New entrant CS","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Public Health England","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Government Internal Audit Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Crown Prosecution Service","London","25","[c]","49440","50520"
"New entrant CS","2021","40-49","Legal","Crown Prosecution Service","Outside London","90","[c]","43340","48080"
"New entrant CS","2021","40-49","Legal","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Government Legal Department","London","35","[c]","51010","50500"
"New entrant CS","2021","40-49","Legal","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","HM Courts and Tribunals Service","Outside London","15","[c]","28090","25280"
"New entrant CS","2021","40-49","Legal","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Scottish Courts and Tribunals Service","Outside London","15","[c]","25820","20850"
"New entrant CS","2021","40-49","Legal","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Advisory, Conciliation and Arbitration Service","Outside London","35","[c]","25760","24250"
"New entrant CS","2021","40-49","No function","Animal and Plant Health Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Animal and Plant Health Agency","Outside London","55","[c]","25310","24370"
"New entrant CS","2021","40-49","No function","Cabinet Office (excl. agencies)","London","30","[c]","57240","49290"
"New entrant CS","2021","40-49","No function","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Crown Commercial Service","Outside London","10","[c]","36550","28890"
"New entrant CS","2021","40-49","No function","Crown Office and Procurator Fiscal Service","Outside London","10","[c]","23650","20760"
"New entrant CS","2021","40-49","No function","Defence Science and Technology Laboratory","Outside London","20","[c]","40310","42000"
"New entrant CS","2021","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","40","[c]","48210","43520"
"New entrant CS","2021","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Department for Digital, Culture, Media and Sport","London","15","[c]","42900","34020"
"New entrant CS","2021","40-49","No function","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Department for Education (excl. agencies)","Outside London","20","[c]","36720","36500"
"New entrant CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","[c]","59420","52290"
"New entrant CS","2021","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","[c]","42230","36340"
"New entrant CS","2021","40-49","No function","Department for International Trade","London","15","[c]","44680","37780"
"New entrant CS","2021","40-49","No function","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Department for Transport (excl. agencies)","London","25","[c]","53260","54110"
"New entrant CS","2021","40-49","No function","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Department of Health and Social Care (excl. agencies)","London","50","[c]","56700","53360"
"New entrant CS","2021","40-49","No function","Department of Health and Social Care (excl. agencies)","Outside London","35","[c]","46710","49530"
"New entrant CS","2021","40-49","No function","Driver and Vehicle Licensing Agency","Outside London","35","[c]","26480","21590"
"New entrant CS","2021","40-49","No function","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Driver and Vehicle Standards Agency","Outside London","35","[c]","27450","26130"
"New entrant CS","2021","40-49","No function","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Education and Skills Funding Agency","Outside London","10","[c]","37970","36500"
"New entrant CS","2021","40-49","No function","Food Standards Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Health and Safety Executive","Outside London","20","[c]","41030","41090"
"New entrant CS","2021","40-49","No function","HM Courts and Tribunals Service","London","60","[c]","23430","22680"
"New entrant CS","2021","40-49","No function","HM Courts and Tribunals Service","Outside London","160","[c]","21010","18880"
"New entrant CS","2021","40-49","No function","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","HM Land Registry","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","HM Land Registry","Outside London","80","[c]","23170","22350"
"New entrant CS","2021","40-49","No function","HM Prison and Probation Service","London","110","[c]","28910","27220"
"New entrant CS","2021","40-49","No function","HM Prison and Probation Service","Outside London","650","[c]","23600","22850"
"New entrant CS","2021","40-49","No function","HM Revenue and Customs (excl. agencies)","London","15","[c]","46970","36160"
"New entrant CS","2021","40-49","No function","HM Revenue and Customs (excl. agencies)","Outside London","255","[c]","21930","20140"
"New entrant CS","2021","40-49","No function","HM Treasury (excl. agencies)","London","15","[c]","38430","30500"
"New entrant CS","2021","40-49","No function","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Insolvency Service","Outside London","25","[c]","23790","20880"
"New entrant CS","2021","40-49","No function","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Institute for Apprenticeships and Technical Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Maritime and Coastguard Agency","Outside London","20","[c]","36280","34890"
"New entrant CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","[c]","53400","53130"
"New entrant CS","2021","40-49","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","15","[c]","47860","36340"
"New entrant CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","London","15","[c]","39140","36800"
"New entrant CS","2021","40-49","No function","Ministry of Justice (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","National Crime Agency","London","25","[c]","43700","43630"
"New entrant CS","2021","40-49","No function","National Crime Agency","Outside London","105","[c]","33800","34140"
"New entrant CS","2021","40-49","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","London","15","[c]","58640","60930"
"New entrant CS","2021","40-49","No function","Office for Standards in Education, Children's Services and Skills","Outside London","30","[c]","64590","70500"
"New entrant CS","2021","40-49","No function","Office of Gas and Electricity Markets","London","10","[c]","68140","60500"
"New entrant CS","2021","40-49","No function","Office of Gas and Electricity Markets","Outside London","20","[c]","30720","24520"
"New entrant CS","2021","40-49","No function","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Public Health England","London","145","[c]","43060","39560"
"New entrant CS","2021","40-49","No function","Public Health England","Outside London","215","[c]","37520","36330"
"New entrant CS","2021","40-49","No function","Scottish Prison Service","Outside London","25","[c]","22010","20810"
"New entrant CS","2021","40-49","No function","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","UK Hydrographic Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","UK Intellectual Property Office","Outside London","15","[c]","25590","23320"
"New entrant CS","2021","40-49","No function","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","United Kingdom Statistics Authority","Outside London","55","[c]","30820","29540"
"New entrant CS","2021","40-49","No function","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Defence Equipment and Support","Outside London","115","[c]","37310","38000"
"New entrant CS","2021","40-49","Project Delivery","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","20","[c]","49270","52580"
"New entrant CS","2021","40-49","Project Delivery","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Met Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","65","[c]","36500","33300"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Scottish Forestry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Submarine Delivery Agency","Outside London","25","[c]","50160","50200"
"New entrant CS","2021","40-49","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
