"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Digital, Data & Technology","Department for Education","Outside London","110","110","32470","30090"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","40","40","33430","29180"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","London","40","40","39330","38160"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","London","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","Outside London","155","155","30850","29350"
"In post","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","London","50","50","36020","32790"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","Outside London","10","10","28870","28970"
"In post","2021","20-29","Digital, Data & Technology","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","60","60","32360","33930"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","London","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","Outside London","115","115","30470","29760"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","London","60","60","37830","36160"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Outside London","385","380","31060","31810"
"In post","2021","20-29","Digital, Data & Technology","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","Outside London","110","110","30030","28610"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","London","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","London","80","80","39370","37650"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","Outside London","45","45","34980","30990"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","London","20","20","35570","32260"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","Outside London","25","25","29490","28840"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Outside London","20","20","32070","27770"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scottish Government","Outside London","30","30","30730","29350"
"In post","2021","20-29","Digital, Data & Technology","The National Archives","London","15","15","29090","28460"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","London","10","10","36230","32540"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","110","110","30400","29540"
"In post","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Attorney General's Departments","London","15","15","28210","27350"
"In post","2021","20-29","Finance","Attorney General's Departments","Outside London","10","10","23160","25480"
"In post","2021","20-29","Finance","Cabinet Office","London","30","30","37040","34550"
"In post","2021","20-29","Finance","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","London","30","30","45170","42550"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","Outside London","15","15","31380","24940"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","London","15","15","52830","54380"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Education","London","15","15","38400","35020"
"In post","2021","20-29","Finance","Department for Education","Outside London","80","80","34020","30110"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","Outside London","25","25","33250","30040"
"In post","2021","20-29","Finance","Department for International Trade","London","15","15","40400","40380"
"In post","2021","20-29","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Transport","London","25","25","45910","48730"
"In post","2021","20-29","Finance","Department for Transport","Outside London","35","35","29260","30730"
"In post","2021","20-29","Finance","Department of Health and Social Care","London","120","120","34710","32790"
"In post","2021","20-29","Finance","Department of Health and Social Care","Outside London","55","55","31370","28970"
"In post","2021","20-29","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","London","25","25","39940","36960"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","Outside London","25","25","29030","26350"
"In post","2021","20-29","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Revenue and Customs","London","25","25","42440","41760"
"In post","2021","20-29","Finance","HM Revenue and Customs","Outside London","220","210","24800","20140"
"In post","2021","20-29","Finance","HM Treasury","London","30","30","39140","35820"
"In post","2021","20-29","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Defence","London","40","40","39160","37640"
"In post","2021","20-29","Finance","Ministry of Defence","Outside London","270","270","28240","26670"
"In post","2021","20-29","Finance","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","London","15","15","42310","39600"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Justice","London","35","35","39860","36800"
"In post","2021","20-29","Finance","Ministry of Justice","Outside London","15","15","25900","22570"
"In post","2021","20-29","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Government","Outside London","40","40","27270","24130"
"In post","2021","20-29","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","United Kingdom Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","240","240","22390","21050"
"In post","2021","20-29","Human Resources","Attorney General's Departments","London","25","20","31930","27750"
"In post","2021","20-29","Human Resources","Attorney General's Departments","Outside London","20","20","29880","28290"
"In post","2021","20-29","Human Resources","Cabinet Office","London","125","125","33730","29250"
"In post","2021","20-29","Human Resources","Cabinet Office","Outside London","95","95","25880","23850"
"In post","2021","20-29","Human Resources","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","London","20","20","40060","33640"
"In post","2021","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","35","35","29490","24570"
"In post","2021","20-29","Human Resources","Department for Digital, Culture, Media and Sport","London","25","20","40320","34180"
