"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","EO","10","[c]","27070","26000"
"Leaver CS","2021","30-39","Department for Education","G6/G7","40","[c]","55790","54160"
"Leaver CS","2021","30-39","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SEO/HEO","40","[c]","36970","36780"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","21460","21050"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","EO","15","[c]","25440","25010"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","G6/G7","15","[c]","55460","54550"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","40","[c]","34670","35630"
"Leaver CS","2021","30-39","Department for International Trade","G6/G7","15","[c]","55890","55440"
"Leaver CS","2021","30-39","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","AA/AO","60","[c]","21470","21590"
"Leaver CS","2021","30-39","Department for Transport","EO","15","[c]","28500","27470"
"Leaver CS","2021","30-39","Department for Transport","G6/G7","10","[c]","58130","54760"
"Leaver CS","2021","30-39","Department for Transport","SEO/HEO","25","[c]","37800","36300"
"Leaver CS","2021","30-39","Department for Work and Pensions","AA/AO","255","[c]","21430","21010"
"Leaver CS","2021","30-39","Department for Work and Pensions","EO","270","[c]","28500","27570"
"Leaver CS","2021","30-39","Department for Work and Pensions","G6/G7","10","[c]","59630","57680"
"Leaver CS","2021","30-39","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","SEO/HEO","25","[c]","36110","36070"
"Leaver CS","2021","30-39","Department of Health and Social Care","AA/AO","30","[c]","20680","20210"
"Leaver CS","2021","30-39","Department of Health and Social Care","EO","30","[c]","25810","25890"
"Leaver CS","2021","30-39","Department of Health and Social Care","G6/G7","45","[c]","54820","52940"
"Leaver CS","2021","30-39","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SEO/HEO","125","[c]","36320","36880"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","37090","38120"
"Leaver CS","2021","30-39","HM Land Registry","AA/AO","10","[c]","22380","22350"
"Leaver CS","2021","30-39","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","AA/AO","265","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","EO","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","AA/AO","65","[c]","21210","21010"
"Leaver CS","2021","30-39","Home Office","EO","85","[c]","26270","25410"
"Leaver CS","2021","30-39","Home Office","G6/G7","15","[c]","59260","57460"
"Leaver CS","2021","30-39","Home Office","SEO/HEO","45","[c]","37680","36980"
"Leaver CS","2021","30-39","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","AA/AO","115","[c]","23870","20920"
"Leaver CS","2021","30-39","Ministry of Defence","EO","75","[c]","27520","27210"
"Leaver CS","2021","30-39","Ministry of Defence","G6/G7","25","[c]","56810","54540"
"Leaver CS","2021","30-39","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","SEO/HEO","145","[c]","35960","36610"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","35","[c]","29090","29880"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","G6/G7","10","[c]","51430","51580"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","AA/AO","725","[c]","20220","19570"
"Leaver CS","2021","30-39","Ministry of Justice","EO","105","[c]","23360","22570"
"Leaver CS","2021","30-39","Ministry of Justice","G6/G7","20","[c]","56900","58000"
"Leaver CS","2021","30-39","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","SEO/HEO","90","[c]","34440","34090"
"Leaver CS","2021","30-39","Ministry of Justice","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","15","[c]","34630","34140"
"Leaver CS","2021","30-39","National Crime Agency","SEO/HEO","10","[c]","45520","45480"
"Leaver CS","2021","30-39","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","AA/AO","55","[c]","22340","21600"
"Leaver CS","2021","30-39","Scottish Government","EO","50","[c]","30100","29350"
"Leaver CS","2021","30-39","Scottish Government","G6/G7","10","[c]","60320","61010"
"Leaver CS","2021","30-39","Scottish Government","SEO/HEO","40","[c]","37230","35400"
"Leaver CS","2021","30-39","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","G6/G7","10","[c]","52260","50380"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","SEO/HEO","25","[c]","34960","36370"
"Leaver CS","2021","30-39","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","G6/G7","25","[c]","59890","55610"
"Leaver CS","2021","40-49","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","G6/G7","20","[c]","66680","60640"
"Leaver CS","2021","40-49","Cabinet Office","SCS level","10","[c]","102310","91690"
"Leaver CS","2021","40-49","Cabinet Office","SEO/HEO","15","[c]","36150","36340"
"Leaver CS","2021","40-49","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","EO","20","[c]","25400","24250"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","56720","54390"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","25","[c]","34960","33970"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","G6/G7","15","[c]","54980","53050"
"Leaver CS","2021","40-49","Department for Education","SCS level","15","[c]","85880","85850"
"Leaver CS","2021","40-49","Department for Education","SEO/HEO","15","[c]","35760","36500"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","21260","21050"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","EO","15","[c]","25900","25320"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","G6/G7","20","[c]","53090","50210"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","35940","35960"
"Leaver CS","2021","40-49","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","G6/G7","10","[c]","59170","59580"
"Leaver CS","2021","40-49","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","AA/AO","40","[c]","21840","21590"
"Leaver CS","2021","40-49","Department for Transport","EO","20","[c]","27220","26470"
"Leaver CS","2021","40-49","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","SEO/HEO","30","[c]","37850","36090"
"Leaver CS","2021","40-49","Department for Work and Pensions","AA/AO","260","[c]","21150","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","EO","225","[c]","28260","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","G6/G7","15","[c]","62570","60790"
"Leaver CS","2021","40-49","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","SEO/HEO","25","[c]","37260","36650"
"Leaver CS","2021","40-49","Department of Health and Social Care","AA/AO","15","[c]","20430","20150"
"Leaver CS","2021","40-49","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","G6/G7","55","[c]","57130","54290"
"Leaver CS","2021","40-49","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","SEO/HEO","75","[c]","37010","38180"
"Leaver CS","2021","40-49","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
