"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SEO/HEO","30","[c]","46050","44360"
"Leaver CS","2021","50-59","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","G6/G7","20","[c]","74830","75500"
"Leaver CS","2021","50-59","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","AA/AO","40","[c]","22770","22230"
"Leaver CS","2021","50-59","Scottish Government","EO","55","[c]","32050","33650"
"Leaver CS","2021","50-59","Scottish Government","G6/G7","40","[c]","65370","65520"
"Leaver CS","2021","50-59","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","SEO/HEO","60","[c]","39930","39500"
"Leaver CS","2021","50-59","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AA/AO","25","[c]","19540","19150"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SEO/HEO","10","[c]","38860","37410"
"Leaver CS","2021","60-64","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","G6/G7","50","[c]","62380","60590"
"Leaver CS","2021","60-64","Attorney General's Departments","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SEO/HEO","10","[c]","34860","33630"
"Leaver CS","2021","60-64","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","20","[c]","58650","57380"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","25","[c]","38960","39490"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","15","[c]","61730","56870"
"Leaver CS","2021","60-64","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SEO/HEO","15","[c]","38890","37100"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","21570","21050"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","EO","10","[c]","26900","26520"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","25","[c]","57290","57450"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","37290","36180"
"Leaver CS","2021","60-64","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","AA/AO","45","[c]","20760","21590"
"Leaver CS","2021","60-64","Department for Transport","EO","35","[c]","28000","26780"
"Leaver CS","2021","60-64","Department for Transport","G6/G7","15","[c]","66570","64410"
"Leaver CS","2021","60-64","Department for Transport","SEO/HEO","25","[c]","39140","37250"
"Leaver CS","2021","60-64","Department for Work and Pensions","AA/AO","330","[c]","20950","21010"
"Leaver CS","2021","60-64","Department for Work and Pensions","EO","385","[c]","27690","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions","G6/G7","45","[c]","58750","57110"
"Leaver CS","2021","60-64","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","SEO/HEO","140","[c]","37130","34290"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","25","[c]","58540","56500"
"Leaver CS","2021","60-64","Department of Health and Social Care","SCS level","25","[c]","107050","110680"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","20","[c]","37760","37690"
"Leaver CS","2021","60-64","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","25","[c]","61110","60750"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","EO","20","[c]","27060","27130"
"Leaver CS","2021","60-64","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","SEO/HEO","25","[c]","35030","33840"
"Leaver CS","2021","60-64","HM Revenue and Customs","AA/AO","445","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","EO","300","[c]","26200","26500"
"Leaver CS","2021","60-64","HM Revenue and Customs","G6/G7","105","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Revenue and Customs","SEO/HEO","325","[c]","40290","41830"
"Leaver CS","2021","60-64","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","AA/AO","40","[c]","20630","21010"
"Leaver CS","2021","60-64","Home Office","EO","60","[c]","27620","27320"
"Leaver CS","2021","60-64","Home Office","G6/G7","10","[c]","61910","60330"
"Leaver CS","2021","60-64","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office","SEO/HEO","45","[c]","36440","34870"
"Leaver CS","2021","60-64","Ministry of Defence","AA/AO","220","[c]","23270","21130"
"Leaver CS","2021","60-64","Ministry of Defence","EO","150","[c]","28100","27690"
"Leaver CS","2021","60-64","Ministry of Defence","G6/G7","60","[c]","60580","57860"
"Leaver CS","2021","60-64","Ministry of Defence","SCS level","10","[c]","95960","95620"
"Leaver CS","2021","60-64","Ministry of Defence","SEO/HEO","230","[c]","37990","37140"
"Leaver CS","2021","60-64","Ministry of Defence","Unknown","55","[c]","43510","37300"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government","SEO/HEO","10","[c]","38000","37090"
"Leaver CS","2021","60-64","Ministry of Justice","AA/AO","400","[c]","19910","20100"
"Leaver CS","2021","60-64","Ministry of Justice","EO","60","[c]","24900","25810"
"Leaver CS","2021","60-64","Ministry of Justice","G6/G7","25","[c]","64930","59140"
"Leaver CS","2021","60-64","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Justice","SEO/HEO","95","[c]","38770","39300"
"Leaver CS","2021","60-64","Ministry of Justice","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","EO","10","[c]","34850","35650"
"Leaver CS","2021","60-64","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","National Crime Agency","SEO/HEO","15","[c]","44770","43980"
"Leaver CS","2021","60-64","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","G6/G7","10","[c]","80070","75500"
"Leaver CS","2021","60-64","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education","SEO/HEO","15","[c]","47790","51360"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government","AA/AO","55","[c]","23710","22820"
"Leaver CS","2021","60-64","Scottish Government","EO","40","[c]","31460","30160"
"Leaver CS","2021","60-64","Scottish Government","G6/G7","35","[c]","66780","66290"
"Leaver CS","2021","60-64","Scottish Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government","SEO/HEO","65","[c]","41710","40660"
"Leaver CS","2021","60-64","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","AA/AO","15","[c]","19160","19130"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","G6/G7","15","[c]","64610","60830"
"Leaver CS","2021","60-64","Welsh Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government","SEO/HEO","15","[c]","38530","37410"
"Leaver CS","2021","65+","Attorney General's Departments","AA/AO","10","[c]","22970","23470"
"Leaver CS","2021","65+","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","G6/G7","25","[c]","59720","55610"
"Leaver CS","2021","65+","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","21070","20470"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","37800","38670"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","22290","21050"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","EO","10","[c]","26120","26290"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","37290","37420"
"Leaver CS","2021","65+","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","AA/AO","50","[c]","20500","21170"
"Leaver CS","2021","65+","Department for Transport","EO","55","[c]","27190","26780"
"Leaver CS","2021","65+","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport","SEO/HEO","15","[c]","43490","43550"
"Leaver CS","2021","65+","Department for Work and Pensions","AA/AO","380","[c]","20850","21010"
"Leaver CS","2021","65+","Department for Work and Pensions","EO","345","[c]","27630","27570"
"Leaver CS","2021","65+","Department for Work and Pensions","G6/G7","15","[c]","58980","59590"
"Leaver CS","2021","65+","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions","SEO/HEO","50","[c]","39060","34290"
"Leaver CS","2021","65+","Department of Health and Social Care","AA/AO","10","[c]","20960","20640"
"Leaver CS","2021","65+","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","SEO/HEO","10","[c]","34990","33590"
"Leaver CS","2021","65+","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","G6/G7","15","[c]","52040","51450"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","39250","38700"
"Leaver CS","2021","65+","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","EO","10","[c]","27690","27130"
"Leaver CS","2021","65+","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","SEO/HEO","10","[c]","34560","33840"
"Leaver CS","2021","65+","HM Revenue and Customs","AA/AO","360","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","EO","190","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","SEO/HEO","145","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","AA/AO","90","[c]","21890","21430"
"Leaver CS","2021","65+","Home Office","EO","45","[c]","28020","28260"
"Leaver CS","2021","65+","Home Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","SEO/HEO","20","[c]","38270","37610"
"Leaver CS","2021","65+","Ministry of Defence","AA/AO","245","[c]","21150","20720"
"Leaver CS","2021","65+","Ministry of Defence","EO","95","[c]","26440","26670"
"Leaver CS","2021","65+","Ministry of Defence","G6/G7","25","[c]","65500","63700"
"Leaver CS","2021","65+","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","SEO/HEO","165","[c]","37140","36100"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","25","[c]","41230","35790"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","G6/G7","10","[c]","59440","61120"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","AA/AO","470","[c]","19520","19830"
"Leaver CS","2021","65+","Ministry of Justice","EO","55","[c]","24930","24550"
"Leaver CS","2021","65+","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","SEO/HEO","65","[c]","37600","37620"
"Leaver CS","2021","65+","Ministry of Justice","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","AA/AO","55","[c]","22540","22230"
"Leaver CS","2021","65+","Scottish Government","EO","15","[c]","31270","33650"
"Leaver CS","2021","65+","Scottish Government","G6/G7","10","[c]","64090","63960"
"Leaver CS","2021","65+","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","SEO/HEO","30","[c]","42580","44500"
"Leaver CS","2021","65+","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","AA/AO","35","[c]","19800","19520"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","EO","30","[c]","[c]","[c]"
