"Status","Year","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Legal Aid Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","290","[c]","39010","33930"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Unknown","45","[c]","44210","44640"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","260","[c]","41020","34000"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","35","[c]","39570","34080"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","40","[c]","41810","40950"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","280","[c]","42490","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","70","[c]","41640","36800"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","35","[c]","45300","45480"
"Leaver Dept.","2021","National Crime Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","45","[c]","41710","32010"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","40","[c]","46000","37900"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Heterosexual / straight","65","[c]","22360","21170"
"Leaver Dept.","2021","Office of the Public Guardian","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","30","[c]","47570","52100"
"Leaver Dept.","2021","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","65","[c]","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Heterosexual / straight","70","[c]","37650","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","75","[c]","36800","33000"
"Leaver Dept.","2021","Valuation Office Agency","Heterosexual / straight","45","[c]","35720","32000"
"Leaver Dept.","2021","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Unknown","30","[c]","31960","25500"
"Leaver Dept.","2021","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","40","[c]","26420","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","110","[c]","26110","24250"
"New entrant CS","2021","Animal and Plant Health Agency","Heterosexual / straight","325","[c]","24980","24370"
"New entrant CS","2021","Animal and Plant Health Agency","LGBO","50","[c]","25330","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","40","[c]","26310","24640"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","70","[c]","24870","24370"
"New entrant CS","2021","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Heterosexual / straight","550","[c]","38660","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","LGBO","80","[c]","34950","32000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","65","[c]","36870","32690"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","1045","[c]","40800","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","30","[c]","36920","36070"
"New entrant CS","2021","Companies House","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","35","[c]","32210","32070"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","60","[c]","50220","53530"
"New entrant CS","2021","Competition and Markets Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","125","[c]","36130","34800"
"New entrant CS","2021","Crown Commercial Service","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","30","[c]","33430","27770"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","130","[c]","24740","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","525","[c]","34440","30130"
"New entrant CS","2021","Crown Prosecution Service","LGBO","35","[c]","29570","23520"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","140","[c]","31010","25480"
"New entrant CS","2021","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","525","[c]","33570","30000"
"New entrant CS","2021","Defence Equipment and Support","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","150","[c]","27160","22000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","165","[c]","32350","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","455","[c]","38600","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","70","[c]","34800","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","60","[c]","38420","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","140","[c]","37670","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","275","[c]","38520","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","50","[c]","39230","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","50","[c]","41750","34600"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","320","[c]","36430","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","40","[c]","32720","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","235","[c]","35510","32670"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","650","[c]","36930","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","70","[c]","38870","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","60","[c]","34400","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","255","[c]","36620","32560"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","205","[c]","35440","31800"
"New entrant CS","2021","Department for International Trade","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","150","[c]","32820","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","305","[c]","36780","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","50","[c]","33840","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","185","[c]","37280","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","13095","[c]","26700","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","1355","[c]","26400","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","765","[c]","27200","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","1765","[c]","27630","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","210","[c]","37250","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","LGBO","40","[c]","36620","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","845","[c]","40630","32790"
"New entrant CS","2021","Disclosure Scotland","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","170","[c]","25190","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Unknown","150","[c]","22560","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","105","[c]","29630","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Unknown","155","[c]","28200","26130"
"New entrant CS","2021","Education and Skills Funding Agency","Heterosexual / straight","60","[c]","34190","29360"
"New entrant CS","2021","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","30","[c]","38910","36500"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","80","[c]","34840","32350"
"New entrant CS","2021","Food Standards Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","90","[c]","27020","25140"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","205","[c]","42320","43920"
"New entrant CS","2021","Government Legal Department","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","30","[c]","48110","47000"
"New entrant CS","2021","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","145","[c]","31610","26370"
"New entrant CS","2021","Health and Safety Executive","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","935","[c]","22420","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","110","[c]","22190","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","65","[c]","21350","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","1075","[c]","21600","19930"
