"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","EO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","EO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","G6","Male","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","G7","Female","15","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","G7","Male","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","HEO","Female","30","25","[c]","[c]"
"In post","2021","40-49","Charity Commission","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","SEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Charity Commission","SEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Companies House","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","AO","Female","45","35","22210","22490"
"In post","2021","40-49","Companies House","AO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Companies House","EO","Female","25","25","[c]","[c]"
"In post","2021","40-49","Companies House","EO","Male","40","40","28780","26700"
"In post","2021","40-49","Companies House","G6","Female","10","10","[c]","[c]"
"In post","2021","40-49","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","G7","Female","5","5","[c]","[c]"
"In post","2021","40-49","Companies House","G7","Male","15","15","[c]","[c]"
"In post","2021","40-49","Companies House","HEO","Female","30","25","[c]","[c]"
"In post","2021","40-49","Companies House","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Companies House","SEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Companies House","SEO","Male","30","30","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","G6","Female","40","35","76090","75140"
"In post","2021","40-49","Competition and Markets Authority","G6","Male","30","30","77000","75710"
"In post","2021","40-49","Competition and Markets Authority","G7","Female","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","G7","Male","30","30","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","HEO","Female","15","15","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SCS level","Female","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SCS level","Male","25","25","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SEO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Competition and Markets Authority","SEO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","AO","Female","20","15","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","AO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","EO","Female","10","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","EO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","G7","Female","5","0","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","HEO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Criminal Injuries Compensation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","EO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","G6","Female","10","10","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","G6","Male","10","10","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","G7","Female","20","20","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","G7","Male","20","20","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","HEO","Female","25","25","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","HEO","Male","20","20","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","SCS level","Male","10","10","[c]","[c]"
"In post","2021","40-49","Crown Commercial Service","SEO","Female","35","30","36960","35760"
"In post","2021","40-49","Crown Commercial Service","SEO","Male","35","35","37730","36480"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","AO","Female","85","75","22030","22220"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","AO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","EO","Female","50","50","27700","29040"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","EO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","G6","Female","10","10","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","G6","Male","5","5","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","G7","Female","45","40","66450","68470"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","G7","Male","15","15","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","HEO","Female","50","45","33150","34150"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","SCS level","Female","10","10","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","SEO","Female","85","75","51130","52490"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","SEO","Male","30","30","50540","52490"
"In post","2021","40-49","Crown Prosecution Service","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service","AO","Female","215","180","22530","21950"
"In post","2021","40-49","Crown Prosecution Service","AO","Male","90","90","22760","21950"
"In post","2021","40-49","Crown Prosecution Service","EO","Female","250","215","28350","28430"
"In post","2021","40-49","Crown Prosecution Service","EO","Male","95","95","28390","28430"
"In post","2021","40-49","Crown Prosecution Service","G6","Female","40","40","71140","70170"
"In post","2021","40-49","Crown Prosecution Service","G6","Male","30","30","70930","70960"
"In post","2021","40-49","Crown Prosecution Service","G7","Female","610","535","55560","54770"
"In post","2021","40-49","Crown Prosecution Service","G7","Male","290","290","55870","55070"
"In post","2021","40-49","Crown Prosecution Service","HEO","Female","120","110","34960","33930"
"In post","2021","40-49","Crown Prosecution Service","HEO","Male","65","65","34060","33900"
"In post","2021","40-49","Crown Prosecution Service","SCS level","Female","15","15","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service","SCS level","Male","5","5","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service","SEO","Female","50","45","40320","39750"
"In post","2021","40-49","Crown Prosecution Service","SEO","Male","30","30","40110","39750"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","G7","Male","5","5","[c]","[c]"
"In post","2021","40-49","Debt Management Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","SEO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","AO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","EO","Female","10","10","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","EO","Male","50","50","27660","27460"
"In post","2021","40-49","Defence Electronics and Components Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","EO","Female","140","120","22310","21620"
"In post","2021","40-49","Defence Equipment and Support","EO","Male","140","140","22240","21470"
"In post","2021","40-49","Defence Equipment and Support","G6","Female","55","55","68810","67150"
"In post","2021","40-49","Defence Equipment and Support","G6","Male","95","95","68540","67360"
"In post","2021","40-49","Defence Equipment and Support","G7","Female","130","120","51920","52440"
"In post","2021","40-49","Defence Equipment and Support","G7","Male","275","270","53200","53640"
"In post","2021","40-49","Defence Equipment and Support","HEO","Female","230","210","30460","30420"
"In post","2021","40-49","Defence Equipment and Support","HEO","Male","335","335","31250","31190"
"In post","2021","40-49","Defence Equipment and Support","SCS level","Female","10","10","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","SCS level","Male","25","25","[c]","[c]"
"In post","2021","40-49","Defence Equipment and Support","SEO","Female","260","245","40140","40410"
"In post","2021","40-49","Defence Equipment and Support","SEO","Male","485","485","41150","41340"
"In post","2021","40-49","Defence Science and Technology Laboratory","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","AO","Female","5","5","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","EO","Female","30","30","22930","22780"
"In post","2021","40-49","Defence Science and Technology Laboratory","EO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","G6","Female","20","20","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","G6","Male","35","35","65160","66430"
"In post","2021","40-49","Defence Science and Technology Laboratory","G7","Female","205","185","49010","46130"
"In post","2021","40-49","Defence Science and Technology Laboratory","G7","Male","380","375","50540","46720"
"In post","2021","40-49","Defence Science and Technology Laboratory","HEO","Female","50","40","28970","28660"
"In post","2021","40-49","Defence Science and Technology Laboratory","HEO","Male","50","50","29550","28690"
"In post","2021","40-49","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Science and Technology Laboratory","SEO","Female","95","80","37380","37320"
"In post","2021","40-49","Defence Science and Technology Laboratory","SEO","Male","125","125","38020","37320"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","20","20","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Female","90","80","67230","64990"
