"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","London","Heterosexual / straight","55","[c]","33650","32940"
"New entrant CS","2021","20-29","Department for Education","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","London","Unknown","80","[c]","31750","28500"
"New entrant CS","2021","20-29","Department for Education","Outside London","Heterosexual / straight","115","[c]","29780","29360"
"New entrant CS","2021","20-29","Department for Education","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education","Outside London","Unknown","65","[c]","29730","29360"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","190","[c]","33270","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","Undeclared","30","[c]","33100","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","Unknown","95","[c]","31190","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","245","[c]","26230","24920"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","LGBO","50","[c]","26130","24920"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Unknown","90","[c]","25220","24370"
"New entrant CS","2021","20-29","Department for International Trade","London","Heterosexual / straight","105","[c]","31000","31800"
"New entrant CS","2021","20-29","Department for International Trade","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","London","Unknown","100","[c]","26480","26250"
"New entrant CS","2021","20-29","Department for International Trade","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","London","Heterosexual / straight","155","[c]","33030","34710"
"New entrant CS","2021","20-29","Department for Transport","London","LGBO","30","[c]","32730","34710"
"New entrant CS","2021","20-29","Department for Transport","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","London","Unknown","100","[c]","31900","30270"
"New entrant CS","2021","20-29","Department for Transport","Outside London","Heterosexual / straight","145","[c]","24590","21590"
"New entrant CS","2021","20-29","Department for Transport","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","Outside London","Unknown","145","[c]","23620","21590"
"New entrant CS","2021","20-29","Department for Work and Pensions","London","Heterosexual / straight","1090","[c]","30230","31060"
"New entrant CS","2021","20-29","Department for Work and Pensions","London","LGBO","105","[c]","30180","31060"
"New entrant CS","2021","20-29","Department for Work and Pensions","London","Undeclared","55","[c]","29900","31060"
"New entrant CS","2021","20-29","Department for Work and Pensions","London","Unknown","175","[c]","31510","31060"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","Heterosexual / straight","3390","[c]","25020","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","LGBO","545","[c]","25080","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","Undeclared","215","[c]","25170","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Outside London","Unknown","460","[c]","25520","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","Heterosexual / straight","70","[c]","27080","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Heterosexual / straight","370","[c]","30850","30460"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","LGBO","45","[c]","31770","32330"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Undeclared","75","[c]","31360","32330"
"New entrant CS","2021","20-29","Department of Health and Social Care","London","Unknown","355","[c]","33600","32790"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Heterosexual / straight","345","[c]","24380","23140"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","LGBO","40","[c]","24920","23140"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Undeclared","65","[c]","22910","19630"
"New entrant CS","2021","20-29","Department of Health and Social Care","Outside London","Unknown","90","[c]","28340","28970"
"New entrant CS","2021","20-29","ESTYN","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","Heterosexual / straight","115","[c]","23390","22350"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Outside London","Unknown","130","[c]","23890","22350"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","Heterosexual / straight","65","[c]","31030","29570"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","London","Unknown","115","[c]","31860","35100"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","Heterosexual / straight","650","[c]","23580","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","LGBO","105","[c]","23830","20880"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","Undeclared","30","[c]","23200","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","Outside London","Unknown","1430","[c]","22370","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","London","Heterosexual / straight","195","[c]","30860","28500"
"New entrant CS","2021","20-29","HM Treasury","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","London","Undeclared","50","[c]","32230","32320"
"New entrant CS","2021","20-29","HM Treasury","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","London","Heterosexual / straight","115","[c]","33000","28670"
"New entrant CS","2021","20-29","Home Office","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","London","Unknown","350","[c]","34130","32390"
"New entrant CS","2021","20-29","Home Office","Outside London","Heterosexual / straight","120","[c]","23370","21430"
"New entrant CS","2021","20-29","Home Office","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Outside London","Unknown","330","[c]","23350","21430"
"New entrant CS","2021","20-29","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","London","Heterosexual / straight","105","[c]","30420","30200"
"New entrant CS","2021","20-29","Ministry of Defence","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","Heterosexual / straight","770","[c]","25290","24560"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","LGBO","85","[c]","23860","22850"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","Undeclared","60","[c]","24450","20920"
"New entrant CS","2021","20-29","Ministry of Defence","Outside London","Unknown","260","[c]","22870","21550"
"New entrant CS","2021","20-29","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","85","[c]","30720","28000"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","40","[c]","26850","26050"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","London","Heterosexual / straight","460","[c]","27370","26810"
"New entrant CS","2021","20-29","Ministry of Justice","London","LGBO","60","[c]","28270","26810"
"New entrant CS","2021","20-29","Ministry of Justice","London","Undeclared","35","[c]","27410","26810"
"New entrant CS","2021","20-29","Ministry of Justice","London","Unknown","550","[c]","26670","25720"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","Heterosexual / straight","1580","[c]","22730","22850"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","LGBO","220","[c]","22270","22850"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","Undeclared","65","[c]","21910","22850"
"New entrant CS","2021","20-29","Ministry of Justice","Outside London","Unknown","1170","[c]","21790","21170"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","London","Heterosexual / straight","110","[c]","32920","32260"
"New entrant CS","2021","20-29","National Crime Agency","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","London","Undeclared","15","[c]","[c]","[c]"
