"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department of Health and Social Care","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Food Standards Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Land Registry","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","London","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Outside London","Unknown","590","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","London","Heterosexual / straight","50","[c]","31020","28170"
"Leaver CS","2021","65+","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Outside London","Heterosexual / straight","70","[c]","23610","21430"
"Leaver CS","2021","65+","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","Heterosexual / straight","380","[c]","28900","25950"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","Undeclared","75","[c]","31400","28910"
"Leaver CS","2021","65+","Ministry of Defence","Outside London","Unknown","45","[c]","28420","21650"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","London","Heterosexual / straight","55","[c]","27710","23270"
"Leaver CS","2021","65+","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","Heterosexual / straight","380","[c]","21710","20100"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","Undeclared","70","[c]","19690","19880"
"Leaver CS","2021","65+","Ministry of Justice","Outside London","Unknown","145","[c]","22230","19830"
"Leaver CS","2021","65+","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government","Outside London","Unknown","55","[c]","36270","29190"
"Leaver CS","2021","65+","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","30","[c]","22690","19520"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","Heterosexual / straight","40","[c]","30590","27350"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","London","Heterosexual / straight","145","[c]","34330","34140"
"Leaver Dept.","2021","20-29","Cabinet Office","London","LGBO","35","[c]","34720","33390"
"Leaver Dept.","2021","20-29","Cabinet Office","London","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","London","Unknown","70","[c]","37600","33390"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Heterosexual / straight","130","[c]","33450","32000"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office","Unknown","Unknown","280","[c]","30930","32000"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","120","[c]","37650","33610"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Unknown","40","[c]","39760","37140"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","55","[c]","37480","32790"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","London","Heterosexual / straight","45","[c]","37210","33610"
"Leaver Dept.","2021","20-29","Department for Education","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","London","Unknown","155","[c]","35840","33510"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Unknown","55","[c]","27390","25100"
"Leaver Dept.","2021","20-29","Department for International Trade","London","Heterosexual / straight","50","[c]","36800","32120"
"Leaver Dept.","2021","20-29","Department for International Trade","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","London","Unknown","50","[c]","34630","32120"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","London","Heterosexual / straight","45","[c]","37440","35060"
"Leaver Dept.","2021","20-29","Department for Transport","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","London","Unknown","30","[c]","36640","34700"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Transport","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","London","Heterosexual / straight","50","[c]","35890","31060"
