"Status","Year","Age","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Female","290","275","39220","35820"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Outside London","Male","210","210","40930","37320"
"In post","2021","40-49","National Crime Agency","London","Female","200","185","45590","42740"
"In post","2021","40-49","National Crime Agency","London","Male","205","205","48830","47130"
"In post","2021","40-49","National Crime Agency","Outside London","Female","470","440","37550","36740"
"In post","2021","40-49","National Crime Agency","Outside London","Male","435","435","41030","40210"
"In post","2021","40-49","National Crime Agency","Overseas","Female","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Overseas","Male","40","40","65850","64130"
"In post","2021","40-49","National Crime Agency","Unknown","Female","15","15","[c]","[c]"
"In post","2021","40-49","National Crime Agency","Unknown","Male","10","10","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","London","Male","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Outside London","Female","60","55","39160","35110"
"In post","2021","40-49","National Records of Scotland","Outside London","Male","45","45","37190","35620"
"In post","2021","40-49","National Savings and Investments","London","Female","30","30","51140","48220"
"In post","2021","40-49","National Savings and Investments","London","Male","20","20","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Outside London","Female","5","5","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Outside London","Male","5","5","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Female","95","90","55790","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","London","Male","45","45","59260","59810"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Female","230","220","49210","51360"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Male","135","135","52520","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","Female","70","65","60530","56110"
"In post","2021","40-49","Office of Gas and Electricity Markets","London","Male","80","80","65510","62380"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","Female","45","45","43780","41200"
"In post","2021","40-49","Office of Gas and Electricity Markets","Outside London","Male","55","55","45200","40000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","45","40","44440","44660"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","40","40","52680","47050"
"In post","2021","40-49","Office of Rail and Road","London","Female","30","30","53600","55430"
"In post","2021","40-49","Office of Rail and Road","London","Male","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","Female","15","15","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Outside London","Male","15","15","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Outside London","Female","125","110","22140","20650"
"In post","2021","40-49","Office of the Public Guardian","Outside London","Male","125","120","24220","20650"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Outside London","Female","115","105","41550","40720"
"In post","2021","40-49","Planning Inspectorate","Outside London","Male","130","130","45060","47660"
"In post","2021","40-49","Public Health England","London","Female","485","430","50380","49340"
"In post","2021","40-49","Public Health England","London","Male","255","245","53620","52610"
"In post","2021","40-49","Public Health England","Outside London","Female","745","655","43200","38890"
"In post","2021","40-49","Public Health England","Outside London","Male","310","300","49160","45540"
"In post","2021","40-49","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Outside London","Female","140","130","35120","30080"
"In post","2021","40-49","Registers of Scotland","Outside London","Male","155","155","34100","30080"
"In post","2021","40-49","Revenue Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Female","40","40","35930","32700"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Male","345","345","40720","35380"
"In post","2021","40-49","Rural Payments Agency","Outside London","Female","385","320","26700","25190"
"In post","2021","40-49","Rural Payments Agency","Outside London","Male","300","300","27900","25190"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Female","265","235","29580","29350"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Outside London","Male","105","100","30600","29350"
"In post","2021","40-49","Scottish Fiscal Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Outside London","Female","35","35","33000","30160"
"In post","2021","40-49","Scottish Forestry","Outside London","Male","25","25","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","Female","1160","1055","47470","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","Outside London","Male","905","890","48250","46600"
"In post","2021","40-49","Scottish Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Outside London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Outside London","Male","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Outside London","Female","330","315","32740","33650"
"In post","2021","40-49","Scottish Prison Service","Outside London","Male","490","485","33080","33650"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","Female","35","30","30220","29190"
"In post","2021","40-49","Scottish Public Pensions Agency","Outside London","Male","30","30","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","London","Female","45","45","51760","52390"
"In post","2021","40-49","Serious Fraud Office","London","Male","60","60","52100","55270"
"In post","2021","40-49","Social Security Scotland","Outside London","Female","170","160","32750","27660"
"In post","2021","40-49","Social Security Scotland","Outside London","Male","130","130","36770","30650"
"In post","2021","40-49","Standards and Testing Agency","London","Female","5","5","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","London","Male","5","5","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","Female","15","10","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Outside London","Female","30","30","32870","27150"
"In post","2021","40-49","Student Awards Agency for Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","Female","145","140","43760","40710"
"In post","2021","40-49","Submarine Delivery Agency","Outside London","Male","235","235","48060","45200"
"In post","2021","40-49","Submarine Delivery Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Outside London","Female","10","5","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","London","Female","85","75","40480","37770"
"In post","2021","40-49","The National Archives","London","Male","65","65","38560","35150"
"In post","2021","40-49","Transport Scotland","Outside London","Female","45","45","49500","46600"
"In post","2021","40-49","Transport Scotland","Outside London","Male","80","80","51870","51100"
"In post","2021","40-49","UK Export Finance","London","Female","40","40","57160","52880"
"In post","2021","40-49","UK Export Finance","London","Male","70","70","59360","56570"
"In post","2021","40-49","UK Hydrographic Office","Outside London","Female","75","65","36960","33290"
