"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Legal","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Operational Delivery","235","230","53820","48020"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Commercial","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","105","105","38890","42510"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Operational Delivery","335","315","32750","33290"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","Security","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","110","110","47340","47240"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","40","35","38010","39120"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","405","370","28490","23320"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","85","80","44490","39420"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","270","255","50600","57920"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","75","75","49780","49100"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Legal","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","Operational Delivery","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Commercial","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Communications","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Digital, Data and Technology","225","220","43760","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Economics","50","50","46250","49100"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Finance","30","30","39690","32570"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Human Resources","80","75","38650","36030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Delivery","1480","1225","28180","23520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Policy","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Project Delivery","120","115","41900","36840"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Security","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Social Research","250","235","40750","37020"
