"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Outside London","EO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Outside London","G6/G7","35","30","53640","50630"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Outside London","SEO/HEO","80","80","33990","32590"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","40","35","27690","28000"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","65","65","32290","31120"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","130","125","60550","59450"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","150","150","38800","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","40","35","26380","26120"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","30","30","53030","51960"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","60","55","36400","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","80","80","59410","58030"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","70","70","35460","34430"
"In post","2021","Declared disabled","Forestry and Land Scotland","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","G6/G7","10","5","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","London","EO","35","35","29020","27710"
"In post","2021","Declared disabled","Government Legal Department","London","G6/G7","105","100","60350","61360"
"In post","2021","Declared disabled","Government Legal Department","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Outside London","AA/AO","45","40","21870","22160"
