"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","AA/AO","20","[c]","20840","19750"
"New entrant CS","2021","No function","Other","London","EO","75","[c]","26880","26250"
"New entrant CS","2021","No function","Other","London","G6/G7","20","[c]","58900","55050"
"New entrant CS","2021","No function","Other","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","SEO/HEO","45","[c]","36240","36000"
"New entrant CS","2021","No function","Other","Outside London","AA/AO","45","[c]","18730","18180"
"New entrant CS","2021","No function","Other","Outside London","EO","85","[c]","23510","23450"
"New entrant CS","2021","No function","Other","Outside London","G6/G7","10","[c]","65990","68840"
"New entrant CS","2021","No function","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","Outside London","SEO/HEO","45","[c]","34360","34000"
"New entrant CS","2021","No function","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","London","AA/AO","50","[c]","22220","22450"
"New entrant CS","2021","No function","Policy","London","EO","385","[c]","26780","27270"
"New entrant CS","2021","No function","Policy","London","G6/G7","375","[c]","56630","53380"
"New entrant CS","2021","No function","Policy","London","SCS level","45","[c]","94000","84070"
"New entrant CS","2021","No function","Policy","London","SEO/HEO","1380","[c]","34410","33570"
"New entrant CS","2021","No function","Policy","Outside London","AA/AO","10","[c]","20300","21050"
"New entrant CS","2021","No function","Policy","Outside London","EO","115","[c]","24240","24920"
"New entrant CS","2021","No function","Policy","Outside London","G6/G7","130","[c]","53260","49530"
"New entrant CS","2021","No function","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","Outside London","SEO/HEO","410","[c]","32290","30360"
"New entrant CS","2021","No function","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","AA/AO","15","[c]","19860","19530"
"New entrant CS","2021","No function","Psychology","Outside London","EO","55","[c]","24810","24620"
"New entrant CS","2021","No function","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","SEO/HEO","45","[c]","29750","27700"
"New entrant CS","2021","No function","Science and Engineering","London","AA/AO","30","[c]","23850","23530"
"New entrant CS","2021","No function","Science and Engineering","London","EO","20","[c]","26820","26880"
"New entrant CS","2021","No function","Science and Engineering","London","G6/G7","20","[c]","55280","52640"
"New entrant CS","2021","No function","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","SEO/HEO","120","[c]","36360","36390"
"New entrant CS","2021","No function","Science and Engineering","Outside London","AA/AO","155","[c]","20570","19630"
"New entrant CS","2021","No function","Science and Engineering","Outside London","EO","130","[c]","25900","26370"
"New entrant CS","2021","No function","Science and Engineering","Outside London","G6/G7","45","[c]","53630","50060"
"New entrant CS","2021","No function","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Outside London","SEO/HEO","310","[c]","33650","32560"
"New entrant CS","2021","No function","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","EO","15","[c]","29570","29570"
"New entrant CS","2021","No function","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","SEO/HEO","40","[c]","36060","36160"
"New entrant CS","2021","No function","Tax","Outside London","AA/AO","1405","[c]","20140","20140"
"New entrant CS","2021","No function","Tax","Outside London","EO","125","[c]","25260","25560"
"New entrant CS","2021","No function","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","Outside London","SEO/HEO","95","[c]","31810","31810"
"New entrant CS","2021","No function","Unknown","London","AA/AO","50","[c]","23100","24120"
"New entrant CS","2021","No function","Unknown","London","EO","115","[c]","27760","27500"
"New entrant CS","2021","No function","Unknown","London","G6/G7","80","[c]","57990","54700"
"New entrant CS","2021","No function","Unknown","London","SCS level","20","[c]","93220","87000"
"New entrant CS","2021","No function","Unknown","London","SEO/HEO","440","[c]","29940","28000"
"New entrant CS","2021","No function","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","AA/AO","175","[c]","20180","20140"
"New entrant CS","2021","No function","Unknown","Outside London","EO","30","[c]","24990","25560"
"New entrant CS","2021","No function","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","SEO/HEO","145","[c]","28600","28000"
"New entrant CS","2021","No function","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","SEO/HEO","95","[c]","28590","28000"
"New entrant CS","2021","No function","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","SEO/HEO","25","[c]","36240","35900"
"New entrant CS","2021","Project Delivery","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","SEO/HEO","25","[c]","38930","42000"
"New entrant CS","2021","Project Delivery","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","SEO/HEO","30","[c]","45010","50000"
"New entrant CS","2021","Project Delivery","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","SEO/HEO","10","[c]","33100","31000"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","G6/G7","15","[c]","56290","54120"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","SEO/HEO","55","[c]","35480","33930"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","EO","20","[c]","22690","21170"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","SEO/HEO","30","[c]","32880","35290"
"New entrant CS","2021","Project Delivery","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","Outside London","EO","70","[c]","18970","19040"
"New entrant CS","2021","Project Delivery","Other","Outside London","G6/G7","15","[c]","56770","54000"
"New entrant CS","2021","Project Delivery","Other","Outside London","SEO/HEO","60","[c]","30820","29000"
"New entrant CS","2021","Project Delivery","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","London","SEO/HEO","15","[c]","34720","33570"
"New entrant CS","2021","Project Delivery","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Policy","Outside London","SEO/HEO","10","[c]","35630","36500"
"New entrant CS","2021","Project Delivery","Project Delivery","London","AA/AO","10","[c]","23390","22760"
"New entrant CS","2021","Project Delivery","Project Delivery","London","EO","25","[c]","27880","27200"
"New entrant CS","2021","Project Delivery","Project Delivery","London","G6/G7","50","[c]","58920","55550"
"New entrant CS","2021","Project Delivery","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","London","SEO/HEO","130","[c]","37100","34710"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","AA/AO","35","[c]","21380","20920"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","EO","180","[c]","24630","26180"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","G6/G7","120","[c]","54500","53500"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","SEO/HEO","410","[c]","35690","35900"
"New entrant CS","2021","Project Delivery","Project Delivery","Outside London","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Project Delivery","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Outside London","EO","[c]","[c]","[c]","[c]"
