"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","UK Hydrographic Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Operational Delivery","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Operational Delivery","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","AA","10","5","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","AO","45","30","19530","19520"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Statistics","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","AO","35","30","21750","21100"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","HEO","15","10","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Property","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Property","EO","70","65","27660","26500"
"In post","2021","Undeclared","Valuation Office Agency","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Property","G7","30","25","[c]","[c]"
"In post","2021","Undeclared","Valuation Office Agency","Property","HEO","50","45","33690","33250"
"In post","2021","Undeclared","Valuation Office Agency","Property","SEO","45","45","45710","45250"
"In post","2021","Undeclared","Valuation Office Agency","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Finance","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Legal","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Operational Delivery","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Other","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Policy","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Policy","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Policy","G6","[c]","[c]","[c]","[c]"
