"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Other ethnicity","Unknown","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","HM Revenue and Customs","65","50","36790","32520"
"In post","2021","60-64","Undeclared","Debt","HM Revenue and Customs","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department for Transport","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","HM Revenue and Customs","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","HM Revenue and Customs","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for Business, Energy and Industrial Strategy","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for Education","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department for Transport","85","75","31020","27750"
"In post","2021","60-64","Undeclared","No function","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Department of Health and Social Care","35","30","51700","44730"
"In post","2021","60-64","Undeclared","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","HM Land Registry","25","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","HM Revenue and Customs","140","105","32600","28130"
"In post","2021","60-64","Undeclared","No function","Ministry of Defence","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Ministry of Justice","160","135","26790","22400"
"In post","2021","60-64","Undeclared","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","No function","Scottish Government","40","25","33830","33650"
"In post","2021","60-64","Undeclared","No function","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","HM Revenue and Customs","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","Ministry of Defence","120","110","40150","40000"
"In post","2021","60-64","Undeclared","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","Ministry of Defence","30","30","30560","33300"
"In post","2021","60-64","Undeclared","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Cabinet Office","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Ministry of Defence","35","35","28910","21130"
"In post","2021","60-64","Undeclared","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Department for Work and Pensions","525","405","27400","27570"
"In post","2021","60-64","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Home Office","175","135","31240","27370"
"In post","2021","60-64","Undeclared","Unknown","Ministry of Defence","175","160","30100","26930"
"In post","2021","60-64","Undeclared","Unknown","Scottish Government","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Welsh Government","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Cabinet Office","30","25","68820","63360"
"In post","2021","60-64","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","HM Revenue and Customs","100","80","32640","31470"
"In post","2021","60-64","Unknown","Debt","HM Revenue and Customs","80","65","23470","21440"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Department for Transport","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","HM Revenue and Customs","30","25","42840","33150"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","HM Revenue and Customs","40","30","24200","20140"
"In post","2021","60-64","Unknown","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","50","45","23970","21050"
"In post","2021","60-64","Unknown","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Cabinet Office","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","Scottish Government","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Attorney General's Departments","60","50","52230","55610"
"In post","2021","60-64","Unknown","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","Scottish Government","175","140","25740","22820"
"In post","2021","60-64","Unknown","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Cabinet Office","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Department for Business, Energy and Industrial Strategy","45","45","29570","25060"
"In post","2021","60-64","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Department for Education","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Department for Environment, Food and Rural Affairs","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Department for International Trade","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Department for Transport","80","70","27400","26700"
"In post","2021","60-64","Unknown","No function","Department for Work and Pensions","35","30","49450","45870"
"In post","2021","60-64","Unknown","No function","Department of Health and Social Care","35","30","52710","48310"
"In post","2021","60-64","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","HM Land Registry","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","No function","HM Revenue and Customs","590","450","24920","21440"
"In post","2021","60-64","Unknown","No function","Ministry of Defence","10","5","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Ministry of Justice","360","300","25090","21710"
"In post","2021","60-64","Unknown","No function","National Crime Agency","40","35","41570","38080"
"In post","2021","60-64","Unknown","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","Scottish Government","145","95","32920","33650"
"In post","2021","60-64","Unknown","No function","The National Archives","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","No function","United Kingdom Statistics Authority","55","40","21440","19520"
"In post","2021","60-64","Unknown","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","HM Revenue and Customs","35","30","41860","38980"
"In post","2021","60-64","Unknown","Project Delivery","Ministry of Defence","40","40","38110","37680"
"In post","2021","60-64","Unknown","Project Delivery","Scottish Government","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","HM Revenue and Customs","85","70","32710","27570"
"In post","2021","60-64","Unknown","Property","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","Scottish Government","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Cabinet Office","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Security","Ministry of Defence","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Department for Work and Pensions","370","310","25520","26120"
"In post","2021","60-64","Unknown","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Home Office","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Ministry of Defence","210","205","35190","33000"
"In post","2021","60-64","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Scottish Government","130","115","40630","34830"
"In post","2021","60-64","Unknown","Unknown","Welsh Government","5","5","[c]","[c]"
"In post","2021","60-64","White","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department for Education","10","5","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department for Environment, Food and Rural Affairs","30","25","37020","32180"
"In post","2021","60-64","White","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department for Transport","5","5","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","60-64","White","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","HM Revenue and Customs","10","5","[c]","[c]"
"In post","2021","60-64","White","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Ministry of Defence","25","20","[c]","[c]"
"In post","2021","60-64","White","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Analysis","United Kingdom Statistics Authority","35","30","38520","33460"
"In post","2021","60-64","White","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Cabinet Office","15","10","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Education","5","5","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Transport","20","10","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","60-64","White","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","60-64","White","Commercial","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","60-64","White","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Ministry of Defence","125","115","38430","37500"
"In post","2021","60-64","White","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Ministry of Justice","60","50","49300","48780"
"In post","2021","60-64","White","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","60-64","White","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","The National Archives","[c]","[c]","[c]","[c]"
