"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Wales","AA/AO","85","75","22420","22160"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Wales","EO","55","55","28370","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Wales","G6/G7","35","35","61500","60830"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Wales","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Wales","SEO/HEO","90","85","39290","37410"
"In post","2021","Unknown","Welsh Revenue Authority","Wales","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Wales","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Wales","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Wales","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Wilton Park","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Wilton Park","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","South East (England)","SEO/HEO","5","5","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Accountant in Bankruptcy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Companies House","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Competition and Markets Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Commercial Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Electronics and Components Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South West (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South West (England)","SEO/HEO","30","[c]","34290","33630"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Equipment and Support","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","South East (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","South East (England)","SEO/HEO","5","[c]","[c]","[c]"
