"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","London","Female","40","[c]","28600","24490"
"Leaver CS","2021","20-29","Cabinet Office","London","Male","40","[c]","33030","26000"
"Leaver CS","2021","20-29","Cabinet Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Female","30","[c]","29730","28000"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Male","35","[c]","31030","32200"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","Female","40","[c]","31810","28500"
"Leaver CS","2021","20-29","Department for Education","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","Female","45","[c]","26650","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","London","Male","35","[c]","26280","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Female","65","[c]","23300","23660"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Outside London","Male","45","[c]","22800","21050"
"Leaver CS","2021","20-29","Department for International Trade","London","Female","45","[c]","24140","18200"
"Leaver CS","2021","20-29","Department for International Trade","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Outside London","Female","45","[c]","20900","21590"
"Leaver CS","2021","20-29","Department for Transport","Outside London","Male","45","[c]","23440","21590"
"Leaver CS","2021","20-29","Department for Work and Pensions","London","Female","90","[c]","29780","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions","London","Male","65","[c]","29170","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions","Outside London","Female","275","[c]","23410","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Outside London","Male","230","[c]","23430","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","London","Female","70","[c]","28190","27020"
"Leaver CS","2021","20-29","Department of Health and Social Care","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Outside London","Female","90","[c]","23280","21570"
"Leaver CS","2021","20-29","Department of Health and Social Care","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
