"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Medicine","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Registers of Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","Other","Unknown","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Rural Payments Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Rural Payments Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","35","[c]","47150","46600"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Housing Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Housing Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Valuation Office Agency","Property","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wilton Park","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
