"Status","Year","Age","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Prosecution Service","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Other","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Science and Engineering","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
