"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Operational Delivery","45","[c]","23650","22350"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Operational Delivery","1110","[c]","24760","23970"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Psychology","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Prison and Probation Service","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","525","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Economics","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Treasury (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Operational Delivery","85","[c]","24530","24110"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Other","45","[c]","28770","28650"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Policy","25","[c]","35110","28670"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Home Office (incl. agencies)","Unknown","125","[c]","24960","21770"
"Leaver CS","2021","20-29","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Insolvency Service","Operational Delivery","10","[c]","22480","20880"
"Leaver CS","2021","20-29","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal Aid Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","15","[c]","32350","27400"
"Leaver CS","2021","20-29","Met Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Met Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Medicine","20","[c]","26690","26970"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Other","45","[c]","23500","20920"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","25","[c]","20730","13000"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Security","50","[c]","26180","25680"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","10","[c]","30440","27310"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","30","[c]","26240","26410"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Crime Agency","Operational Delivery","15","[c]","30870","32770"
"Leaver CS","2021","20-29","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Other","15","[c]","34340","26250"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Office of the Public Guardian","Operational Delivery","20","[c]","20690","19930"
"Leaver CS","2021","20-29","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Planning Inspectorate","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Knowledge and Information Management","20","[c]","29110","27020"
"Leaver CS","2021","20-29","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Public Health England","Operational Delivery","60","[c]","25970","23370"
"Leaver CS","2021","20-29","Public Health England","Science and Engineering","90","[c]","23820","23370"
"Leaver CS","2021","20-29","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Royal Fleet Auxiliary","Other","30","[c]","27620","28680"
"Leaver CS","2021","20-29","Rural Payments Agency","Operational Delivery","25","[c]","21810","21050"
"Leaver CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","15","[c]","23920","22820"
"Leaver CS","2021","20-29","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Government (excl. agencies)","Unknown","45","[c]","26220","26160"
"Leaver CS","2021","20-29","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Prison Service","Operational Delivery","25","[c]","23640","22120"
"Leaver CS","2021","20-29","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Security Scotland","Unknown","10","[c]","25910","22230"
"Leaver CS","2021","20-29","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
