"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","AO","165","155","21590","21440"
"In post","2021","Declared non-disabled","Legal","EO","1125","1085","27470","26030"
"In post","2021","Declared non-disabled","Legal","G6","960","895","69820","67950"
"In post","2021","Declared non-disabled","Legal","G7","3295","3035","56560","55610"
"In post","2021","Declared non-disabled","Legal","HEO","1080","1030","34070","32430"
"In post","2021","Declared non-disabled","Legal","SCS level","285","270","88550","83230"
"In post","2021","Declared non-disabled","Legal","SEO","1240","1125","43360","42520"
"In post","2021","Declared non-disabled","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","AO","215","200","22640","22640"
"In post","2021","Declared non-disabled","Medicine","EO","220","205","30570","30620"
"In post","2021","Declared non-disabled","Medicine","G6","130","115","78600","74070"
"In post","2021","Declared non-disabled","Medicine","G7","300","260","71770","74470"
"In post","2021","Declared non-disabled","Medicine","HEO","315","285","36630","37890"
"In post","2021","Declared non-disabled","Medicine","SCS level","225","190","102310","97870"
"In post","2021","Declared non-disabled","Medicine","SEO","150","135","43390","44500"
"In post","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","AA","6785","5940","19910","20600"
"In post","2021","Declared non-disabled","Operational Delivery","AO","42000","37825","23510","21590"
"In post","2021","Declared non-disabled","Operational Delivery","EO","29285","27030","27300","26750"
"In post","2021","Declared non-disabled","Operational Delivery","G6","1170","1145","69490","66980"
"In post","2021","Declared non-disabled","Operational Delivery","G7","3565","3465","55140","53430"
"In post","2021","Declared non-disabled","Operational Delivery","HEO","13740","13005","33330","32330"
"In post","2021","Declared non-disabled","Operational Delivery","SCS level","495","485","90960","83790"
"In post","2021","Declared non-disabled","Operational Delivery","SEO","7365","7085","42850","40860"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","8685","8030","30220","30210"
"In post","2021","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","EO","35","35","27950","26670"
"In post","2021","Declared non-disabled","Operational Research","G6","40","40","67980","68310"
"In post","2021","Declared non-disabled","Operational Research","G7","310","290","52380","52190"
"In post","2021","Declared non-disabled","Operational Research","HEO","185","180","32560","32190"
"In post","2021","Declared non-disabled","Operational Research","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","SEO","180","175","40960","39470"
"In post","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","AA","1345","1285","19350","18800"
"In post","2021","Declared non-disabled","Other","AO","3840","3660","21630","21130"
"In post","2021","Declared non-disabled","Other","EO","3420","3250","26200","26670"
"In post","2021","Declared non-disabled","Other","G6","490","475","73610","69150"
"In post","2021","Declared non-disabled","Other","G7","920","900","55800","54820"
"In post","2021","Declared non-disabled","Other","HEO","2405","2320","32670","33300"
"In post","2021","Declared non-disabled","Other","SCS level","195","185","95190","86190"
"In post","2021","Declared non-disabled","Other","SEO","1315","1280","41020","40640"
"In post","2021","Declared non-disabled","Other","Unknown","150","150","43770","40620"
"In post","2021","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","G7","35","35","54430","53870"
"In post","2021","Declared non-disabled","Planning","HEO","35","30","35490","35660"
"In post","2021","Declared non-disabled","Planning","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","SEO","45","45","41990","40720"
"In post","2021","Declared non-disabled","Planning Inspectors","G6","150","130","64160","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","G7","95","90","48440","47660"
"In post","2021","Declared non-disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","AA","40","40","18990","17610"
"In post","2021","Declared non-disabled","Policy","AO","490","470","23870","23830"
"In post","2021","Declared non-disabled","Policy","EO","1705","1645","28460","28680"
"In post","2021","Declared non-disabled","Policy","G6","2295","2215","66910","65990"
"In post","2021","Declared non-disabled","Policy","G7","5585","5430","55330","54400"
"In post","2021","Declared non-disabled","Policy","HEO","4605","4495","34400","34020"
"In post","2021","Declared non-disabled","Policy","SCS level","1380","1330","85080","77570"
"In post","2021","Declared non-disabled","Policy","SEO","3595","3490","41580","40640"
"In post","2021","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AO","205","195","21830","21190"
"In post","2021","Declared non-disabled","Project Delivery","EO","1325","1270","26510","26670"
"In post","2021","Declared non-disabled","Project Delivery","G6","810","795","67030","66090"
"In post","2021","Declared non-disabled","Project Delivery","G7","2340","2285","53470","53730"
"In post","2021","Declared non-disabled","Project Delivery","HEO","2795","2705","32800","33300"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","340","330","91960","85140"
"In post","2021","Declared non-disabled","Project Delivery","SEO","3235","3140","40320","40580"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","400","395","42990","40460"
"In post","2021","Declared non-disabled","Property","AA","330","320","17980","17230"
"In post","2021","Declared non-disabled","Property","AO","290","265","22150","21250"
"In post","2021","Declared non-disabled","Property","EO","1000","940","27090","26670"
"In post","2021","Declared non-disabled","Property","G6","260","260","66600","65370"
"In post","2021","Declared non-disabled","Property","G7","605","590","54870","54540"
"In post","2021","Declared non-disabled","Property","HEO","1220","1180","33300","33300"
"In post","2021","Declared non-disabled","Property","SCS level","50","50","89350","79420"
"In post","2021","Declared non-disabled","Property","SEO","1025","975","42070","42000"
"In post","2021","Declared non-disabled","Property","Unknown","40","40","27370","21600"
"In post","2021","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","AO","40","35","21110","20890"
"In post","2021","Declared non-disabled","Psychology","EO","290","280","26380","26330"
"In post","2021","Declared non-disabled","Psychology","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","G7","70","65","62530","65080"
"In post","2021","Declared non-disabled","Psychology","HEO","325","315","30650","30450"
"In post","2021","Declared non-disabled","Psychology","SEO","265","250","45460","45830"
"In post","2021","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","AA","110","110","18210","18760"
"In post","2021","Declared non-disabled","Science and Engineering","AO","820","790","22280","22040"
"In post","2021","Declared non-disabled","Science and Engineering","EO","1345","1310","25900","26370"
"In post","2021","Declared non-disabled","Science and Engineering","G6","410","375","68800","66850"
"In post","2021","Declared non-disabled","Science and Engineering","G7","1615","1540","52610","52580"
"In post","2021","Declared non-disabled","Science and Engineering","HEO","2165","2090","32590","32480"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","95","85","94260","91000"
"In post","2021","Declared non-disabled","Science and Engineering","SEO","2455","2330","41150","40580"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","565","560","39240","37210"
"In post","2021","Declared non-disabled","Security","AA","1650","1615","20070","19560"
"In post","2021","Declared non-disabled","Security","AO","1665","1630","31510","29610"
"In post","2021","Declared non-disabled","Security","EO","720","700","32780","28960"
"In post","2021","Declared non-disabled","Security","G6","55","55","71720","68990"
"In post","2021","Declared non-disabled","Security","G7","170","170","56660","54760"
"In post","2021","Declared non-disabled","Security","HEO","525","515","37030","34770"
"In post","2021","Declared non-disabled","Security","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SEO","365","355","45570","43000"
"In post","2021","Declared non-disabled","Security","Unknown","60","60","38360","37170"
"In post","2021","Declared non-disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","30","30","30950","31320"
"In post","2021","Declared non-disabled","Social Research","G6","40","40","67020","67840"
"In post","2021","Declared non-disabled","Social Research","G7","205","195","54890","54990"
"In post","2021","Declared non-disabled","Social Research","HEO","155","150","33070","32390"
"In post","2021","Declared non-disabled","Social Research","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SEO","290","275","42370","42710"
"In post","2021","Declared non-disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","EO","170","160","27950","27850"
"In post","2021","Declared non-disabled","Statistics","G6","100","100","65490","66090"
"In post","2021","Declared non-disabled","Statistics","G7","380","365","55040","55010"
"In post","2021","Declared non-disabled","Statistics","HEO","330","325","33730","33210"
"In post","2021","Declared non-disabled","Statistics","SCS level","40","40","81770","78130"
"In post","2021","Declared non-disabled","Statistics","SEO","310","300","41070","40530"
"In post","2021","Declared non-disabled","Tax","AO","1310","1220","20320","20140"
"In post","2021","Declared non-disabled","Tax","EO","2065","1900","26620","25560"
"In post","2021","Declared non-disabled","Tax","G6","480","455","66560","64670"
"In post","2021","Declared non-disabled","Tax","G7","1410","1355","53710","52580"
"In post","2021","Declared non-disabled","Tax","HEO","3220","3040","32890","31810"
"In post","2021","Declared non-disabled","Tax","SCS level","70","70","82110","78210"
"In post","2021","Declared non-disabled","Tax","SEO","1200","1140","39230","38630"
"In post","2021","Declared non-disabled","Unknown","AA","805","730","20910","20230"
"In post","2021","Declared non-disabled","Unknown","AO","23840","20555","21300","21010"
"In post","2021","Declared non-disabled","Unknown","EO","38760","35210","28090","27570"
"In post","2021","Declared non-disabled","Unknown","G6","1915","1855","68420","67160"
"In post","2021","Declared non-disabled","Unknown","G7","4255","4105","54950","54700"
"In post","2021","Declared non-disabled","Unknown","HEO","9070","8640","33680","33180"
"In post","2021","Declared non-disabled","Unknown","SCS level","935","915","93780","83230"
"In post","2021","Declared non-disabled","Unknown","SEO","4630","4445","40250","39660"
"In post","2021","Declared non-disabled","Unknown","Unknown","210","205","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G7","95","90","54020","53820"
"In post","2021","Declared non-disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SEO","215","205","41290","37910"
"In post","2021","Undeclared","Commercial","AO","15","15","[c]","[c]"
