"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","Female","40","[c]","30830","27570"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","Male","40","[c]","31670","27570"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","Female","30","[c]","26500","22700"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","Female","40","[c]","35010","29120"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
