"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Declared non-disabled","Office for Standards in Education","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Scottish Government","45","[c]","34100","32140"
"Leaver CS","2021","30-39","Declared non-disabled","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Welsh Government","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Ministry of Justice","85","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Cabinet Office","45","[c]","48310","55650"
"Leaver CS","2021","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","35","[c]","35740","29570"
"Leaver CS","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Department for Education","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","80","[c]","35590","32710"
"Leaver CS","2021","30-39","Unknown","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Department for Transport","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Department for Work and Pensions","185","[c]","27960","27570"
"Leaver CS","2021","30-39","Unknown","Department of Health and Social Care","50","[c]","37810","37230"
"Leaver CS","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","HM Land Registry","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","HM Revenue and Customs","235","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Home Office","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Ministry of Defence","135","[c]","29460","29580"
"Leaver CS","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Ministry of Justice","295","[c]","27760","22570"
"Leaver CS","2021","30-39","Unknown","National Crime Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Scottish Government","105","[c]","30810","29350"
"Leaver CS","2021","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","United Kingdom Statistics Authority","35","[c]","36020","36200"
"Leaver CS","2021","30-39","Unknown","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Department for Work and Pensions","60","[c]","26550","27570"
"Leaver CS","2021","40-49","Declared disabled","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","HM Revenue and Customs","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Ministry of Defence","45","[c]","32000","30620"
"Leaver CS","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Ministry of Justice","80","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","45","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Education","30","[c]","55680","50490"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Transport","60","[c]","34090","29730"
"Leaver CS","2021","40-49","Declared non-disabled","Department for Work and Pensions","305","[c]","27090","22720"
"Leaver CS","2021","40-49","Declared non-disabled","Department of Health and Social Care","95","[c]","44500","40890"
"Leaver CS","2021","40-49","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Revenue and Customs","285","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Home Office","125","[c]","34560","27880"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Defence","185","[c]","34920","30620"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Ministry of Justice","405","[c]","30360","23320"
"Leaver CS","2021","40-49","Declared non-disabled","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office for Standards in Education","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Scottish Government","30","[c]","45940","41240"
"Leaver CS","2021","40-49","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Welsh Government","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Ministry of Justice","80","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
