"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Planning Inspectorate","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","EO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","G6/G7","Heterosexual / straight","105","100","55270","54940"
"In post","2021","40-49","Planning Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","SEO/HEO","Heterosexual / straight","35","30","37470","37790"
"In post","2021","40-49","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Public Health England","AA/AO","Heterosexual / straight","95","85","21630","21570"
"In post","2021","40-49","Public Health England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Public Health England","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Public Health England","EO","Heterosexual / straight","100","90","25680","25010"
"In post","2021","40-49","Public Health England","EO","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Public Health England","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Public Health England","EO","Unknown","30","25","27750","27900"
"In post","2021","40-49","Public Health England","G6/G7","Heterosexual / straight","400","380","57060","54180"
"In post","2021","40-49","Public Health England","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Public Health England","G6/G7","Undeclared","85","80","57560","54290"
"In post","2021","40-49","Public Health England","G6/G7","Unknown","185","180","58380","54740"
"In post","2021","40-49","Public Health England","SCS level","Heterosexual / straight","90","80","95510","94300"
"In post","2021","40-49","Public Health England","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Public Health England","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Public Health England","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Public Health England","SEO/HEO","Heterosexual / straight","435","390","36580","37360"
"In post","2021","40-49","Public Health England","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2021","40-49","Public Health England","SEO/HEO","Undeclared","75","60","36040","36690"
"In post","2021","40-49","Public Health England","SEO/HEO","Unknown","165","150","38890","39160"
"In post","2021","40-49","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","AA/AO","Heterosexual / straight","35","35","24130","24130"
"In post","2021","40-49","Registers of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","AA/AO","Unknown","35","30","24060","24130"
"In post","2021","40-49","Registers of Scotland","EO","Heterosexual / straight","45","45","30080","30080"
"In post","2021","40-49","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","EO","Unknown","35","30","30080","30080"
"In post","2021","40-49","Registers of Scotland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","SEO/HEO","Heterosexual / straight","65","65","38400","36780"
"In post","2021","40-49","Registers of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","SEO/HEO","Unknown","30","30","40210","36780"
"In post","2021","40-49","Revenue Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Unknown","Unknown","385","385","40220","35380"
"In post","2021","40-49","Rural Payments Agency","AA/AO","Heterosexual / straight","110","90","21050","21050"
"In post","2021","40-49","Rural Payments Agency","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","AA/AO","Unknown","150","135","21050","21050"
"In post","2021","40-49","Rural Payments Agency","EO","Heterosexual / straight","95","85","25750","25880"
"In post","2021","40-49","Rural Payments Agency","EO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","EO","Unknown","90","80","25430","25190"
"In post","2021","40-49","Rural Payments Agency","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SEO/HEO","Heterosexual / straight","100","95","32950","31040"
"In post","2021","40-49","Rural Payments Agency","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","SEO/HEO","Unknown","65","60","32740","31220"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","AA/AO","Undeclared","145","130","22130","22820"
"In post","2021","40-49","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","EO","Undeclared","100","95","28990","29350"
"In post","2021","40-49","Scottish Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","SEO/HEO","Undeclared","75","70","37640","35230"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","EO","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","AA/AO","Heterosexual / straight","65","55","24550","24510"
"In post","2021","40-49","Scottish Government (excl. agencies)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","AA/AO","Unknown","65","60","24270","24110"
"In post","2021","40-49","Scottish Government (excl. agencies)","EO","Heterosexual / straight","145","140","28790","29190"
"In post","2021","40-49","Scottish Government (excl. agencies)","EO","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Government (excl. agencies)","EO","Unknown","50","45","28950","29190"
"In post","2021","40-49","Scottish Government (excl. agencies)","G6/G7","Heterosexual / straight","595","560","62510","61010"
