"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Education and Skills Funding Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Actuary's Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","55","[c]","19700","19570"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","AA/AO","Heterosexual / straight","345","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","AA/AO","Unknown","220","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","EO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Unknown","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","260","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","EO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","AA/AO","Heterosexual / straight","50","[c]","20990","21010"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","EO","Heterosexual / straight","65","[c]","26270","25500"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Institute for Apprenticeships and Technical Education","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Institute for Apprenticeships and Technical Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","70","[c]","23010","20920"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","AA/AO","Unknown","35","[c]","24930","22130"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","35","[c]","28590","27750"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
