"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Department for Transport (excl. agencies)","London","Female","85","[c]","46250","42460"
"Leaver Dept.","2021","Unknown","Department for Transport (excl. agencies)","London","Male","105","[c]","44680","42460"
"Leaver Dept.","2021","Unknown","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","Female","120","[c]","39840","31880"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","Male","95","[c]","39820","31990"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","Female","665","[c]","28000","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","Male","450","[c]","28510","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Overseas","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Overseas","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","Female","195","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","Male","175","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","Female","675","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","Male","570","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","London","Female","360","[c]","44740","40640"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","London","Male","230","[c]","42020","37310"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","Outside London","Female","280","[c]","26890","24880"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","Outside London","Male","200","[c]","27580","24890"
"Leaver Dept.","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","London","Female","30","[c]","41050","37180"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","London","Male","35","[c]","46680","43140"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","Female","50","[c]","27640","22420"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","Male","35","[c]","37670","35430"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Records of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Security Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Security Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Teaching Regulation Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Teaching Regulation Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Intellectual Property Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Defence Science and Technology Laboratory","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Defence Science and Technology Laboratory","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
