"Status","Year","Age","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Mixed","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","United Kingdom Statistics Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Attorney General's Departments","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Cabinet Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Education","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Transport","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Work and Pensions","Heterosexual / straight","55","50","30520","28430"
"In post","2021","30-39","Other ethnicity","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Work and Pensions","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department of Health and Social Care","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Revenue and Customs","Heterosexual / straight","35","30","34920","31810"
"In post","2021","30-39","Other ethnicity","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Home Office","Heterosexual / straight","55","55","34910","28990"
"In post","2021","30-39","Other ethnicity","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Defence","Heterosexual / straight","55","50","31370","27720"
"In post","2021","30-39","Other ethnicity","Ministry of Defence","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Justice","Heterosexual / straight","75","70","29670","26410"
"In post","2021","30-39","Other ethnicity","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Crime Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other Cabinet Office Agencies","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
