"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Finance","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Corporate Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Finance","AA/AO","55","45","22240","21300"
"In post","2021","Asian","Finance","Finance","EO","115","115","27210","26640"
"In post","2021","Asian","Finance","Finance","G6/G7","115","115","59230","59160"
"In post","2021","Asian","Finance","Finance","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Finance","Finance","SEO/HEO","290","285","37920","37000"
"In post","2021","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","AA/AO","40","35","20390","20140"
"In post","2021","Asian","Finance","Operational Delivery","EO","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","AA/AO","20","15","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","AA/AO","45","40","21920","21050"
"In post","2021","Asian","Human Resources","Human Resources","EO","70","65","27590","27390"
"In post","2021","Asian","Human Resources","Human Resources","G6/G7","55","55","59550","58950"
"In post","2021","Asian","Human Resources","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","SEO/HEO","155","150","36530","36160"
"In post","2021","Asian","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","EO","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","AA/AO","10","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","EO","25","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","SEO/HEO","40","35","36860","36410"
"In post","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","EO","10","10","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","SEO/HEO","45","45","41210","40520"
"In post","2021","Asian","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","EO","35","35","27970","26970"
"In post","2021","Asian","Legal","Legal","G6/G7","460","425","57460","54770"
"In post","2021","Asian","Legal","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Legal","SEO/HEO","205","190","39220","39820"
"In post","2021","Asian","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","AA/AO","170","155","22670","23520"
"In post","2021","Asian","Legal","Operational Delivery","EO","125","115","27640","27760"
"In post","2021","Asian","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","SEO/HEO","40","40","35030","33610"
"In post","2021","Asian","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Other","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Other","EO","25","25","[c]","[c]"
"In post","2021","Asian","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","No function","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Asian","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Corporate Finance","G6/G7","5","5","[c]","[c]"
