"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Department for Education (excl. agencies)","55","[c]","35180","33610"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","380","[c]","24220","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Education and Skills Funding Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Foreign and Commonwealth Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","185","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Home Office (incl. agencies)","205","[c]","25970","24110"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Met Office","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","65","[c]","24360","22640"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","HM Prison and Probation Service","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","No function","Public Health England","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Department for Transport (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Home Office (incl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Government Actuary's Department","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Analysis","United Kingdom Statistics Authority","40","[c]","21150","19130"
"Leaver CS","2021","20-29","Unknown","Commercial","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Grants Management","Rural Payments Agency","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Crown Prosecution Service","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Legal","Scottish Courts and Tribunals Service","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Animal and Plant Health Agency","45","[c]","22860","23660"
"Leaver CS","2021","20-29","Unknown","No function","Cabinet Office (excl. agencies)","45","[c]","30090","28000"
"Leaver CS","2021","20-29","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Defence Science and Technology Laboratory","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","80","[c]","25030","24370"
"Leaver CS","2021","20-29","Unknown","No function","Department for International Trade","35","[c]","22350","18200"
"Leaver CS","2021","20-29","Unknown","No function","Driver and Vehicle Licensing Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","HM Courts and Tribunals Service","180","[c]","20700","19930"
"Leaver CS","2021","20-29","Unknown","No function","HM Land Registry","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","HM Prison and Probation Service","400","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Insolvency Service","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","National Crime Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Office of the Public Guardian","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Public Health England","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Scottish Prison Service","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","United Kingdom Statistics Authority","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Defence Equipment and Support","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","Valuation Office Agency","50","[c]","24870","24500"
"Leaver CS","2021","20-29","Unknown","Security","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","Ministry of Defence (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Department for Education (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","200","[c]","26510","27570"
"Leaver CS","2021","20-29","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Foreign and Commonwealth Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","320","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Home Office (incl. agencies)","80","[c]","26740","28210"
"Leaver CS","2021","20-29","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Ministry of Defence (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Royal Fleet Auxiliary","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Scottish Government (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Social Security Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
