"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Analysis","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","EO","30","30","28160","27850"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","HEO","40","40","37400","37000"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","SEO","15","15","45240","44850"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","20","20","53490","53130"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","45","45","32500","33210"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","10","10","41650","42980"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","EO","30","30","25090","26410"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","G7","20","20","56900","58130"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","HEO","55","55","32600","32640"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","SEO","25","25","40560","40480"
"In post","2021","20-29","Analysis","National Savings and Investments","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","20","15","32760","32010"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","AO","45","45","19470","19130"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","EO","55","55","23590","23050"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","G7","40","40","49520","49100"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","HEO","335","335","30570","29540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","SEO","160","160","37180","37020"
"In post","2021","20-29","Analysis","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","EO","15","15","27560","27500"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","G7","40","40","54040","54700"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","HEO","20","20","34560","34550"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","SCS level","20","20","64970","62010"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","SEO","15","15","40150","40600"
"In post","2021","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","EO","25","25","22810","22230"
"In post","2021","20-29","Commercial","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","HEO","30","30","28100","27770"
"In post","2021","20-29","Commercial","Crown Commercial Service","SEO","15","15","33830","34800"
"In post","2021","20-29","Commercial","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","EO","20","20","25760","26670"
"In post","2021","20-29","Commercial","Defence Equipment and Support","HEO","25","25","30700","31730"
"In post","2021","20-29","Commercial","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","EO","10","10","22780","22780"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","HEO","10","10","30410","29730"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","SEO","15","15","37620","38000"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","15","15","36650","36520"
"In post","2021","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","G7","15","15","53350","53360"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","HEO","15","15","29240","28970"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SEO","20","20","40120","40650"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","AO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","HEO","15","15","32690","32930"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","EO","15","15","25870","25560"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","HEO","15","15","31640","31810"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","SEO","5","5","[c]","[c]"
