"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","260","[c]","19690","18890"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","35","[c]","31000","30850"
"Leaver CS","2021","Unknown","HM Land Registry","HM Land Registry","AA/AO","55","[c]","22390","22350"
"Leaver CS","2021","Unknown","HM Land Registry","HM Land Registry","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","HM Land Registry","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","AA/AO","755","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","885","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","270","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","220","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","EO","50","[c]","27130","28650"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","40","[c]","37890","40010"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","220","[c]","22680","20920"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","100","[c]","26290","27420"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","155","[c]","37250","36960"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","National Crime Agency","EO","40","[c]","34400","34010"
"Leaver CS","2021","Unknown","National Crime Agency","National Crime Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","National Crime Agency","SEO/HEO","45","[c]","44920","44250"
"Leaver CS","2021","Unknown","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Department of Health and Social Care","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Department of Health and Social Care","G6/G7","35","[c]","61820","56500"
"Leaver CS","2021","Unknown","Public Health England","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Department of Health and Social Care","SEO/HEO","45","[c]","37010","35610"
"Leaver CS","2021","Unknown","Registers of Scotland","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","45","[c]","20830","21050"
