"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Unknown","Medicine","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Black","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Operational Delivery","Heterosexual / straight","1185","1095","28980","28670"
"In post","2021","Black","Unknown","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Operational Delivery","Undeclared","85","75","29040","28760"
"In post","2021","Black","Unknown","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2021","Black","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Other","Heterosexual / straight","260","250","29900","27740"
"In post","2021","Black","Unknown","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Other","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Unknown","Other","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Policy","Heterosexual / straight","155","150","40530","39790"
"In post","2021","Black","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Policy","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Project Delivery","Heterosexual / straight","90","90","44350","41950"
"In post","2021","Black","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Science and Engineering","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","3040","2910","29420","30250"
"In post","2021","Black","Unknown","Unknown","LGBO","95","90","29710","29320"
"In post","2021","Black","Unknown","Unknown","Undeclared","215","195","28790","27760"
"In post","2021","Black","Unknown","Unknown","Unknown","620","560","28820","30330"
"In post","2021","Black","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Analysis","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Commercial","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
