"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Savings and Investments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Savings and Investments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Licensing Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Licensing Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","FCDO Services","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","FCDO Services","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Forestry and Land Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Forestry and Land Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Health and Safety Executive","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Health and Safety Executive","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Maritime and Coastguard Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Maritime and Coastguard Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Infrastructure Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Infrastructure Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Savings and Investments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Savings and Investments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Planning Inspectorate","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Planning Inspectorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Public Health England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Rural Payments Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Serious Fraud Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Intellectual Property Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
