"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","No function","AA/AO","Male","7375","7255","24390","23500"
"In post","2021","30-39","No function","EO","Female","3615","3340","27380","26410"
"In post","2021","30-39","No function","EO","Male","3315","3295","28610","27270"
"In post","2021","30-39","No function","G6/G7","Female","3050","2930","56560","54410"
"In post","2021","30-39","No function","G6/G7","Male","3090","3065","56820","54650"
"In post","2021","30-39","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","SCS level","Female","330","310","78050","74160"
"In post","2021","30-39","No function","SCS level","Male","285","275","78510","74000"
"In post","2021","30-39","No function","SEO/HEO","Female","5865","5585","35890","35330"
"In post","2021","30-39","No function","SEO/HEO","Male","4950","4915","35960","35050"
"In post","2021","30-39","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Unknown","Female","2295","2075","29290","30210"
"In post","2021","30-39","No function","Unknown","Male","560","550","28600","29450"
"In post","2021","30-39","Project Delivery","AA/AO","Female","50","45","21350","21050"
"In post","2021","30-39","Project Delivery","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","30-39","Project Delivery","EO","Female","425","385","25060","25880"
"In post","2021","30-39","Project Delivery","EO","Male","330","330","24420","25560"
"In post","2021","30-39","Project Delivery","G6/G7","Female","900","870","55470","54540"
"In post","2021","30-39","Project Delivery","G6/G7","Male","895","890","55710","54540"
"In post","2021","30-39","Project Delivery","SCS level","Female","45","45","80000","76490"
"In post","2021","30-39","Project Delivery","SCS level","Male","40","40","83540","77950"
"In post","2021","30-39","Project Delivery","SEO/HEO","Female","1595","1505","35440","35000"
"In post","2021","30-39","Project Delivery","SEO/HEO","Male","1675","1670","36370","37220"
"In post","2021","30-39","Project Delivery","Unknown","Female","90","85","38370","39100"
"In post","2021","30-39","Project Delivery","Unknown","Male","235","235","41820","40470"
"In post","2021","30-39","Property","AA/AO","Female","155","135","21360","21100"
"In post","2021","30-39","Property","AA/AO","Male","180","175","23010","21250"
"In post","2021","30-39","Property","EO","Female","155","140","26650","26130"
"In post","2021","30-39","Property","EO","Male","175","175","27180","26350"
"In post","2021","30-39","Property","G6/G7","Female","85","80","54810","54540"
"In post","2021","30-39","Property","G6/G7","Male","110","110","55720","54670"
"In post","2021","30-39","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","SEO/HEO","Female","300","285","35990","34990"
"In post","2021","30-39","Property","SEO/HEO","Male","360","360","36550","36400"
"In post","2021","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","AA/AO","Female","165","160","26860","21580"
"In post","2021","30-39","Security","AA/AO","Male","805","805","28930","26750"
"In post","2021","30-39","Security","EO","Female","75","75","29880","26670"
"In post","2021","30-39","Security","EO","Male","135","135","35530","40190"
"In post","2021","30-39","Security","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","30-39","Security","G6/G7","Male","50","50","59360","56340"
"In post","2021","30-39","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","SEO/HEO","Female","155","150","37270","36470"
"In post","2021","30-39","Security","SEO/HEO","Male","160","160","38270","37580"
"In post","2021","30-39","Security","Unknown","Female","10","10","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","AA/AO","Female","4720","3885","21440","21010"
"In post","2021","30-39","Unknown","AA/AO","Male","2950","2875","21510","21010"
"In post","2021","30-39","Unknown","EO","Female","7815","7025","27700","27570"
"In post","2021","30-39","Unknown","EO","Male","5660","5615","27560","27570"
"In post","2021","30-39","Unknown","G6/G7","Female","1455","1380","58860","57460"
"In post","2021","30-39","Unknown","G6/G7","Male","1300","1290","59410","57680"
"In post","2021","30-39","Unknown","SCS level","Female","80","75","80470","77030"
"In post","2021","30-39","Unknown","SCS level","Male","70","65","81250","77160"
"In post","2021","30-39","Unknown","SEO/HEO","Female","3780","3565","36650","35310"
"In post","2021","30-39","Unknown","SEO/HEO","Male","3150","3135","36920","36140"
"In post","2021","30-39","Unknown","Unknown","Female","90","90","38570","39330"
"In post","2021","30-39","Unknown","Unknown","Male","450","450","37620","34460"
"In post","2021","40-49","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","EO","Female","65","55","25910","24920"
"In post","2021","40-49","Analysis","EO","Male","55","55","26690","25880"
"In post","2021","40-49","Analysis","G6/G7","Female","315","280","59050","57720"
"In post","2021","40-49","Analysis","G6/G7","Male","360","355","60810","58130"
"In post","2021","40-49","Analysis","SCS level","Female","40","35","84940","79520"
"In post","2021","40-49","Analysis","SCS level","Male","35","35","83750","78490"
"In post","2021","40-49","Analysis","SEO/HEO","Female","275","245","36940","37020"
"In post","2021","40-49","Analysis","SEO/HEO","Male","270","265","37560","37480"
"In post","2021","40-49","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","AA/AO","Female","70","65","22410","21580"
"In post","2021","40-49","Commercial","AA/AO","Male","40","40","21870","21300"
"In post","2021","40-49","Commercial","EO","Female","100","90","27140","26670"
"In post","2021","40-49","Commercial","EO","Male","65","65","26790","26670"
"In post","2021","40-49","Commercial","G6/G7","Female","310","305","62190","58990"
"In post","2021","40-49","Commercial","G6/G7","Male","280","280","62250","59630"
"In post","2021","40-49","Commercial","SCS level","Female","100","95","88930","73900"
"In post","2021","40-49","Commercial","SCS level","Male","120","120","96500","80520"
"In post","2021","40-49","Commercial","SEO/HEO","Female","430","410","37890","37860"
"In post","2021","40-49","Commercial","SEO/HEO","Male","295","295","39030","38630"
"In post","2021","40-49","Commercial","Unknown","Female","30","30","41930","40220"
"In post","2021","40-49","Commercial","Unknown","Male","25","25","[c]","[c]"
"In post","2021","40-49","Communications","AA/AO","Female","60","50","21140","21130"
"In post","2021","40-49","Communications","AA/AO","Male","50","45","21380","21130"
"In post","2021","40-49","Communications","EO","Female","240","220","26180","25560"
"In post","2021","40-49","Communications","EO","Male","285","280","25580","25560"
"In post","2021","40-49","Communications","G6/G7","Female","225","205","57980","56880"
"In post","2021","40-49","Communications","G6/G7","Male","150","150","59050","56100"
"In post","2021","40-49","Communications","SCS level","Female","40","40","85610","78730"
"In post","2021","40-49","Communications","SCS level","Male","25","25","[c]","[c]"
"In post","2021","40-49","Communications","SEO/HEO","Female","400","370","36390","36460"
"In post","2021","40-49","Communications","SEO/HEO","Male","355","355","35920","34370"
"In post","2021","40-49","Counter Fraud","AA/AO","Female","115","95","21410","21440"
"In post","2021","40-49","Counter Fraud","AA/AO","Male","65","65","21260","20260"
"In post","2021","40-49","Counter Fraud","EO","Female","360","315","26810","25560"
"In post","2021","40-49","Counter Fraud","EO","Male","350","345","26730","25560"
"In post","2021","40-49","Counter Fraud","G6/G7","Female","100","95","56360","53430"
"In post","2021","40-49","Counter Fraud","G6/G7","Male","160","160","57880","55440"
"In post","2021","40-49","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","SCS level","Male","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","SEO/HEO","Female","485","460","34670","32100"
"In post","2021","40-49","Counter Fraud","SEO/HEO","Male","625","620","35170","33430"
"In post","2021","40-49","Debt","AA/AO","Female","325","275","21120","20140"
"In post","2021","40-49","Debt","AA/AO","Male","235","225","20740","20140"
"In post","2021","40-49","Debt","EO","Female","120","105","26700","25560"
"In post","2021","40-49","Debt","EO","Male","100","95","26320","25560"
"In post","2021","40-49","Debt","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","40-49","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","SEO/HEO","Female","40","35","32970","31810"
"In post","2021","40-49","Debt","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","AA/AO","Female","40","35","21610","21580"
"In post","2021","40-49","Digital, Data & Technology","AA/AO","Male","35","35","22050","21590"
"In post","2021","40-49","Digital, Data & Technology","EO","Female","175","160","27300","26670"
"In post","2021","40-49","Digital, Data & Technology","EO","Male","275","275","27890","26780"
"In post","2021","40-49","Digital, Data & Technology","G6/G7","Female","445","425","57070","55660"
"In post","2021","40-49","Digital, Data & Technology","G6/G7","Male","840","835","58320","56750"
"In post","2021","40-49","Digital, Data & Technology","SCS level","Female","40","40","89210","80000"
"In post","2021","40-49","Digital, Data & Technology","SCS level","Male","80","80","92860","90710"
"In post","2021","40-49","Digital, Data & Technology","SEO/HEO","Female","680","640","36780","36800"
"In post","2021","40-49","Digital, Data & Technology","SEO/HEO","Male","1195","1185","38470","38630"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Male","25","25","[c]","[c]"
"In post","2021","40-49","Finance","AA/AO","Female","185","150","21300","21400"
"In post","2021","40-49","Finance","AA/AO","Male","85","85","21110","21060"
"In post","2021","40-49","Finance","EO","Female","240","220","26760","26670"
"In post","2021","40-49","Finance","EO","Male","125","125","26560","26350"
"In post","2021","40-49","Finance","G6/G7","Female","320","305","57810","56960"
"In post","2021","40-49","Finance","G6/G7","Male","365","365","59390","58130"
"In post","2021","40-49","Finance","SCS level","Female","45","40","87470","80990"
"In post","2021","40-49","Finance","SCS level","Male","75","75","89450","82200"
"In post","2021","40-49","Finance","SEO/HEO","Female","590","555","37330","36970"
"In post","2021","40-49","Finance","SEO/HEO","Male","435","435","37640","37470"
"In post","2021","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","AA/AO","Female","155","125","21050","21050"
"In post","2021","40-49","Grants Management","AA/AO","Male","120","115","21050","21050"
"In post","2021","40-49","Grants Management","EO","Female","95","80","25640","25610"
"In post","2021","40-49","Grants Management","EO","Male","70","70","25580","25250"
"In post","2021","40-49","Grants Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","40-49","Grants Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","40-49","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","SEO/HEO","Female","75","65","32860","30950"
"In post","2021","40-49","Grants Management","SEO/HEO","Male","50","50","32260","31040"
"In post","2021","40-49","Human Resources","AA/AO","Female","220","185","21470","21130"
"In post","2021","40-49","Human Resources","AA/AO","Male","85","85","21270","21000"
"In post","2021","40-49","Human Resources","EO","Female","280","255","26840","26570"
"In post","2021","40-49","Human Resources","EO","Male","90","90","27140","26670"
"In post","2021","40-49","Human Resources","G6/G7","Female","425","405","57000","55320"
"In post","2021","40-49","Human Resources","G6/G7","Male","190","190","57560","57180"
"In post","2021","40-49","Human Resources","SCS level","Female","65","60","89570","83650"
"In post","2021","40-49","Human Resources","SCS level","Male","30","30","86150","81330"
"In post","2021","40-49","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","SEO/HEO","Female","705","665","37100","36800"
"In post","2021","40-49","Human Resources","SEO/HEO","Male","290","285","36930","36770"
"In post","2021","40-49","Human Resources","Unknown","Female","50","45","41300","39860"
"In post","2021","40-49","Human Resources","Unknown","Male","15","15","[c]","[c]"
"In post","2021","40-49","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","EO","Female","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","40-49","Internal Audit","G6/G7","Male","30","30","58040","58890"
"In post","2021","40-49","Internal Audit","SCS level","Female","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","SCS level","Male","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","SEO/HEO","Female","60","55","40240","41300"
"In post","2021","40-49","Internal Audit","SEO/HEO","Male","45","45","41880","41480"
"In post","2021","40-49","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","AA/AO","Female","355","295","22380","21950"
"In post","2021","40-49","Legal","AA/AO","Male","140","140","22530","22820"
"In post","2021","40-49","Legal","EO","Female","365","325","28330","28430"
"In post","2021","40-49","Legal","EO","Male","160","155","28110","28430"
"In post","2021","40-49","Legal","G6/G7","Female","1320","1155","59270","58150"
"In post","2021","40-49","Legal","G6/G7","Male","655","645","60380","59380"
"In post","2021","40-49","Legal","SCS level","Female","105","95","83830","80250"
"In post","2021","40-49","Legal","SCS level","Male","75","75","87410","82050"
"In post","2021","40-49","Legal","SEO/HEO","Female","585","515","39530","38630"
"In post","2021","40-49","Legal","SEO/HEO","Male","245","240","38150","37780"
"In post","2021","40-49","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
