"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","North West (England)","65","60","27830","25920"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","Scotland","10","10","28210","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","South East (England)","110","110","29240","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Intelligence Analysis","Yorkshire and The Humber","40","40","28190","27100"
"In post","2021","50-59","Home Office (incl. agencies)","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Knowledge and Information Management","London","30","30","39410","35200"
"In post","2021","50-59","Home Office (incl. agencies)","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","East Midlands (England)","45","45","28760","27240"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","East of England","570","520","27460","26160"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","London","2015","1870","33770","29370"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","North East (England)","320","280","25490","24880"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","North West (England)","1240","1135","26590","25040"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Northern Ireland","110","100","27170","25580"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Overseas","40","40","28270","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Scotland","235","215","28260","25830"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","South East (England)","1115","995","29190","27370"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","South West (England)","150","135","28510","27350"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Wales","150","145","26890","25310"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","West Midlands (England)","230","210","28690","27240"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","685","635","26750","25040"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","East of England","20","10","29800","34630"
"In post","2021","50-59","Home Office (incl. agencies)","Other","London","265","240","38130","35070"
"In post","2021","50-59","Home Office (incl. agencies)","Other","North East (England)","10","10","26350","21430"
"In post","2021","50-59","Home Office (incl. agencies)","Other","North West (England)","55","55","29320","25580"
"In post","2021","50-59","Home Office (incl. agencies)","Other","Northern Ireland","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","Scotland","10","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","South East (England)","15","15","27720","26430"
"In post","2021","50-59","Home Office (incl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Other","Yorkshire and The Humber","30","25","28500","25040"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","London","265","260","54790","57430"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","North West (England)","20","20","43240","38870"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Policy","Yorkshire and The Humber","15","15","47290","44980"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","East of England","15","15","51960","37660"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","London","250","245","53530","57430"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","North East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","North West (England)","45","45","40120","37660"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","Scotland","10","10","43110","38090"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","South East (England)","10","10","40740","37890"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","Wales","5","0","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","25","25","41940","37870"
"In post","2021","50-59","Home Office (incl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Science and Engineering","London","20","20","58540","54050"
"In post","2021","50-59","Home Office (incl. agencies)","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Science and Engineering","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Security","London","80","75","33210","29080"
"In post","2021","50-59","Home Office (incl. agencies)","Security","North West (England)","15","15","32620","31280"
"In post","2021","50-59","Home Office (incl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Security","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","London","20","20","72390","71810"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","Overseas","45","45","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","East of England","10","10","38850","38510"
"In post","2021","50-59","Insolvency Service","Counter Fraud","London","15","15","43880","43240"
"In post","2021","50-59","Insolvency Service","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","North West (England)","20","20","41720","39490"
"In post","2021","50-59","Insolvency Service","Counter Fraud","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Counter Fraud","West Midlands (England)","20","20","40610","39490"
"In post","2021","50-59","Insolvency Service","Counter Fraud","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Digital, Data and Technology","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Finance","London","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Finance","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","London","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
