"Status","Year","Organisation","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","EO","135","[c]","24960","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","G6","15","[c]","63630","63000"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","G7","50","[c]","50310","49860"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","HEO","90","[c]","29990","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","SEO","85","[c]","36990","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","AO","15","[c]","23060","24370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","EO","90","[c]","24280","25170"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","G6","20","[c]","64480","63870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","G7","80","[c]","53580","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","HEO","225","[c]","32520","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SCS level","15","[c]","85910","78310"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SEO","75","[c]","39280","38750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","AO","20","[c]","20480","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","EO","85","[c]","24190","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","G6","20","[c]","62690","61220"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","G7","90","[c]","49680","48370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","HEO","170","[c]","29560","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","SEO","115","[c]","36580","35900"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","AO","45","[c]","19090","18200"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","EO","65","[c]","26040","26250"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","G7","30","[c]","53860","51970"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","HEO","130","[c]","31760","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","SEO","55","[c]","39710","38260"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","HEO","25","[c]","30860","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","EO","110","[c]","28370","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","G6","20","[c]","65310","65440"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","G7","55","[c]","54280","54110"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","HEO","205","[c]","32850","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","SEO","60","[c]","42630","42470"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","EO","20","[c]","21140","20900"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","G7","10","[c]","61690","61220"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","HEO","35","[c]","30960","30730"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","SEO","15","[c]","38930","38650"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","AO","530","[c]","25090","25110"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","EO","2580","[c]","31060","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","G7","15","[c]","59060","59740"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","HEO","80","[c]","35590","36650"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","SEO","25","[c]","41560","39960"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","AO","4925","[c]","21230","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","EO","8120","[c]","27820","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","G6","25","[c]","68590","68770"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","G7","105","[c]","54550","55000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","HEO","140","[c]","32110","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","SEO","95","[c]","37830","37930"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","AO","70","[c]","21690","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","EO","185","[c]","27780","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","G7","10","[c]","54250","54070"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","HEO","30","[c]","32670","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","SEO","25","[c]","37790","37500"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","AO","10","[c]","22990","22920"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","EO","175","[c]","27240","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","G6","55","[c]","66960","66230"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","G7","110","[c]","53600","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","HEO","305","[c]","32790","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","SCS level","35","[c]","97490","85500"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","SEO","115","[c]","40770","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","EO","40","[c]","23500","23440"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","G6","25","[c]","63320","62400"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","G7","65","[c]","49780","49530"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","HEO","115","[c]","29340","28970"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","SEO","55","[c]","37190","36820"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","AA","35","[c]","20060","20060"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","AA","145","[c]","18510","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","AO","120","[c]","21590","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","EO","40","[c]","26380","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","HEO","15","[c]","33130","30730"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","SEO","10","[c]","42550","39040"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","AO","110","[c]","23750","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","EO","80","[c]","25990","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","G7","10","[c]","55120","53000"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","HEO","25","[c]","31340","30730"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Outside London","SEO","30","[c]","42440","41650"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","EO","20","[c]","25000","25000"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","G7","10","[c]","49860","49860"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","HEO","25","[c]","29440","29360"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Outside London","SEO","30","[c]","37150","36500"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","HEO","20","[c]","32590","32350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","London","SEO","10","[c]","39990","40350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","EO","10","[c]","23380","22260"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","HEO","15","[c]","30350","30350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Outside London","SEO","20","[c]","38260","37350"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","EO","15","[c]","26490","26160"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","HEO","20","[c]","31070","30650"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","AA","25","[c]","19160","19160"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","AO","30","[c]","23670","25140"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","EO","20","[c]","28120","28120"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","HEO","15","[c]","36010","35680"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","AO","10","[c]","22740","21980"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Outside London","SEO","10","[c]","40650","39590"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","EO","85","[c]","27770","26950"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","G6","20","[c]","69840","69910"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","G7","80","[c]","51460","50500"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","HEO","60","[c]","43230","43920"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","G7","10","[c]","52170","52000"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","London","HEO","10","[c]","35280","36040"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","AO","40","[c]","20980","20480"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","EO","75","[c]","26490","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","HEO","30","[c]","31670","31660"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Outside London","SEO","25","[c]","48700","50350"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","AA","90","[c]","18430","17990"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","AO","460","[c]","22230","22680"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","EO","80","[c]","25830","26410"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","G7","10","[c]","54590","52850"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","HEO","95","[c]","30410","30850"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","London","SEO","40","[c]","38900","36800"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","AA","270","[c]","16910","16840"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","AO","820","[c]","19270","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","EO","120","[c]","22120","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","G7","20","[c]","48900","43960"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","HEO","125","[c]","25310","24000"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Outside London","SEO","45","[c]","31810","30990"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","AO","25","[c]","25850","25850"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","AA","10","[c]","21990","21040"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","AO","515","[c]","22350","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","EO","45","[c]","27520","27130"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","G7","20","[c]","57110","57000"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","HEO","25","[c]","36240","38450"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Outside London","SEO","30","[c]","41200","38550"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","AA","115","[c]","24620","25450"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","AO","420","[c]","29190","30220"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","EO","20","[c]","28340","28350"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","HEO","20","[c]","32680","31390"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","SEO","15","[c]","45210","46080"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","London","Unknown","260","[c]","26300","26810"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","AA","1085","[c]","20540","20600"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","AO","2355","[c]","23990","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","EO","140","[c]","25290","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","HEO","100","[c]","29410","27700"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","SEO","30","[c]","42780","42630"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Outside London","Unknown","1180","[c]","22190","22920"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","AO","85","[c]","24120","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","EO","55","[c]","29490","29570"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","G7","20","[c]","59160","59160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","HEO","120","[c]","36220","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","SCS level","10","[c]","[c]","[c]"
