"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland Office","Northern Ireland","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Public Health England","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Public Health England","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Royal Fleet Auxiliary","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Companies House","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Science and Technology Laboratory","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Defence Science and Technology Laboratory","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
