"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","FCDO Services","South East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Forestry and Land Scotland","Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","East of England","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","North West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","South East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","North East (England)","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","North West (England)","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Scotland","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","East of England","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","London","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","North West (England)","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","South East (England)","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","London","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","Scotland","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Social Security Scotland","Scotland","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
