"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department for Education","Policy","Outside London","305","300","34370","32870"
"In post","2021","20-29","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Property","London","20","20","32410","28500"
"In post","2021","20-29","Department for Education","Property","Outside London","45","45","32090","29360"
"In post","2021","20-29","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Commercial","Outside London","20","20","33220","35900"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","London","40","40","36790","33510"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Communications","Outside London","10","10","27610","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","40","40","33430","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","London","75","75","35840","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Economics","Outside London","15","15","34730","29860"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Finance","Outside London","25","25","33880","30260"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","London","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","London","30","30","31270","31460"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","595","585","23670","22430"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Research","London","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","London","555","550","36720","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","Outside London","170","170","31820","29190"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","London","20","20","35000","33120"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","25","25","30380","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Property","Outside London","40","35","26090","25100"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","London","20","20","32880","32560"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","175","175","26650","24920"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Social Research","London","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","Outside London","10","10","30600","24640"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Commercial","London","10","10","33520","32120"
"In post","2021","20-29","Department for International Trade","Communications","London","50","50","33330","32120"
"In post","2021","20-29","Department for International Trade","Digital, Data and Technology","London","35","35","39290","38160"
"In post","2021","20-29","Department for International Trade","Economics","London","95","95","36930","31800"
"In post","2021","20-29","Department for International Trade","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Finance","London","10","10","42740","46960"
"In post","2021","20-29","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Human Resources","London","50","50","38380","32120"
"In post","2021","20-29","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","International Trade","London","360","360","38530","38160"
"In post","2021","20-29","Department for International Trade","International Trade","Outside London","35","35","33420","31800"
"In post","2021","20-29","Department for International Trade","International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Operational Delivery","London","15","15","29970","32120"
"In post","2021","20-29","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Other","London","75","75","35230","32120"
"In post","2021","20-29","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Planning","London","5","5","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Policy","London","100","100","38650","35560"
"In post","2021","20-29","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Project Delivery","London","15","15","41070","38540"
"In post","2021","20-29","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Security","London","10","10","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Social Research","London","10","10","35100","31800"
"In post","2021","20-29","Department for International Trade","Statistics","London","25","25","35650","32120"
"In post","2021","20-29","Department for Transport","Commercial","London","30","30","37890","34710"
"In post","2021","20-29","Department for Transport","Commercial","Outside London","15","15","25710","26130"
"In post","2021","20-29","Department for Transport","Communications","London","30","30","38770","35430"
"In post","2021","20-29","Department for Transport","Communications","Outside London","25","25","25820","26350"
"In post","2021","20-29","Department for Transport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Digital, Data and Technology","London","10","10","38370","38760"
"In post","2021","20-29","Department for Transport","Digital, Data and Technology","Outside London","150","150","30750","29350"
"In post","2021","20-29","Department for Transport","Economics","London","110","110","39350","34710"
"In post","2021","20-29","Department for Transport","Finance","London","30","30","46590","43360"
"In post","2021","20-29","Department for Transport","Finance","Outside London","35","35","29060","28720"
"In post","2021","20-29","Department for Transport","Human Resources","London","15","15","41420","35520"
"In post","2021","20-29","Department for Transport","Human Resources","Outside London","30","30","27440","26710"
"In post","2021","20-29","Department for Transport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","International Trade","London","10","10","36250","35430"
"In post","2021","20-29","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Department for Transport","Operational Delivery","London","20","20","31070","30270"
"In post","2021","20-29","Department for Transport","Operational Delivery","Outside London","935","890","22670","21590"
"In post","2021","20-29","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Operational Research","London","10","10","[c]","[c]"
"In post","2021","20-29","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Other","London","55","55","29990","30270"
"In post","2021","20-29","Department for Transport","Other","Outside London","25","25","25620","21590"
"In post","2021","20-29","Department for Transport","Policy","London","290","290","40260","35430"
