"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Undeclared","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","HM Revenue and Customs","90","85","34210","31810"
"In post","2021","30-39","Undeclared","Debt","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Cabinet Office","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for Transport","35","35","42060","39470"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Ministry of Justice","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for Education","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department for Transport","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Ministry of Justice","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Cabinet Office","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Department for Transport","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Ministry of Defence","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Ministry of Justice","20","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","HM Treasury","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Attorney General's Departments","30","30","53480","52080"
"In post","2021","30-39","Undeclared","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Scottish Government","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Cabinet Office","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Department for Business, Energy and Industrial Strategy","85","80","49320","53600"
"In post","2021","30-39","Undeclared","No function","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Department for Education","55","50","38960","36500"
"In post","2021","30-39","Undeclared","No function","Department for Environment, Food and Rural Affairs","50","45","39950","37910"
"In post","2021","30-39","Undeclared","No function","Department for International Trade","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Department for Transport","225","215","35000","30760"
"In post","2021","30-39","Undeclared","No function","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Department of Health and Social Care","110","100","43710","39230"
"In post","2021","30-39","Undeclared","No function","Food Standards Agency","85","85","36500","32830"
"In post","2021","30-39","Undeclared","No function","Foreign, Commonwealth and Development Office","40","40","46060","39230"
"In post","2021","30-39","Undeclared","No function","HM Land Registry","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","HM Revenue and Customs","220","210","30690","31810"
"In post","2021","30-39","Undeclared","No function","HM Treasury","75","75","54680","56340"
"In post","2021","30-39","Undeclared","No function","Ministry of Defence","100","95","41510","46080"
"In post","2021","30-39","Undeclared","No function","Ministry of Housing, Communities and Local Government","30","30","47630","53130"
"In post","2021","30-39","Undeclared","No function","Ministry of Justice","1390","1310","29090","28400"
"In post","2021","30-39","Undeclared","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","Scottish Government","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","No function","United Kingdom Statistics Authority","10","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
