"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Department for Transport","Commercial","EO","10","5","26670","26780"
"In post","2021","60-64","Department for Transport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Communications","EO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Counter Fraud","EO","10","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Digital, Data and Technology","EO","10","5","27490","26780"
"In post","2021","60-64","Department for Transport","Digital, Data and Technology","G6/G7","15","15","61470","59030"
"In post","2021","60-64","Department for Transport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Digital, Data and Technology","SEO/HEO","40","35","41530","41320"
"In post","2021","60-64","Department for Transport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Finance","EO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Finance","SEO/HEO","10","10","40050","40130"
"In post","2021","60-64","Department for Transport","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Human Resources","SEO/HEO","15","10","37990","36380"
"In post","2021","60-64","Department for Transport","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Operational Delivery","AA/AO","545","400","21570","21590"
"In post","2021","60-64","Department for Transport","Operational Delivery","EO","420","355","28260","26780"
"In post","2021","60-64","Department for Transport","Operational Delivery","G6/G7","15","15","71040","71620"
"In post","2021","60-64","Department for Transport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Operational Delivery","SEO/HEO","95","90","37950","36180"
"In post","2021","60-64","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Other","AA/AO","25","20","29200","32720"
"In post","2021","60-64","Department for Transport","Other","EO","15","10","29480","30490"
"In post","2021","60-64","Department for Transport","Other","G6/G7","10","10","76520","81930"
"In post","2021","60-64","Department for Transport","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Policy","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Policy","EO","10","10","28190","26780"
"In post","2021","60-64","Department for Transport","Policy","G6/G7","15","15","58070","59540"
"In post","2021","60-64","Department for Transport","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Policy","SEO/HEO","35","30","38460","37660"
"In post","2021","60-64","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Project Delivery","SEO/HEO","15","10","38550","39470"
"In post","2021","60-64","Department for Transport","Property","AA/AO","10","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Property","EO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Property","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Security","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Operational Delivery","AA/AO","35","25","22790","22160"
"In post","2021","60-64","Department for Work and Pensions","Operational Delivery","EO","30","25","29250","29750"
"In post","2021","60-64","Department for Work and Pensions","Operational Delivery","G6/G7","25","20","69030","65690"
"In post","2021","60-64","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Operational Delivery","SEO/HEO","65","60","56500","46320"
"In post","2021","60-64","Department for Work and Pensions","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Science and Engineering","G6/G7","10","10","58730","59630"
"In post","2021","60-64","Department for Work and Pensions","Science and Engineering","SEO/HEO","15","10","41350","41890"
"In post","2021","60-64","Department for Work and Pensions","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Unknown","AA/AO","3560","2790","21150","21010"
"In post","2021","60-64","Department for Work and Pensions","Unknown","EO","4600","3505","28030","27570"
"In post","2021","60-64","Department for Work and Pensions","Unknown","G6/G7","195","160","57410","55400"
"In post","2021","60-64","Department for Work and Pensions","Unknown","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions","Unknown","SEO/HEO","875","675","35600","34290"
"In post","2021","60-64","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","10","10","37390","36250"
"In post","2021","60-64","Department of Health and Social Care","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Finance","EO","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Finance","SEO/HEO","10","10","37270","36880"
"In post","2021","60-64","Department of Health and Social Care","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Knowledge and Information Management","EO","20","15","26140","25200"
"In post","2021","60-64","Department of Health and Social Care","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","10","10","35210","34840"
"In post","2021","60-64","Department of Health and Social Care","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Medicine","SCS level","60","45","123320","115740"
"In post","2021","60-64","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Operational Delivery","AA/AO","40","35","21380","21570"
"In post","2021","60-64","Department of Health and Social Care","Operational Delivery","EO","50","45","27920","27740"
"In post","2021","60-64","Department of Health and Social Care","Operational Delivery","G6/G7","65","55","58120","53620"
"In post","2021","60-64","Department of Health and Social Care","Operational Delivery","SCS level","10","10","108900","104930"
"In post","2021","60-64","Department of Health and Social Care","Operational Delivery","SEO/HEO","65","50","37080","37490"
"In post","2021","60-64","Department of Health and Social Care","Other","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Other","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Policy","G6/G7","20","20","58610","57750"
"In post","2021","60-64","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Policy","SEO/HEO","15","15","38350","37500"
"In post","2021","60-64","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Science and Engineering","AA/AO","10","10","22340","21860"
"In post","2021","60-64","Department of Health and Social Care","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Science and Engineering","G6/G7","55","50","64500","62390"
"In post","2021","60-64","Department of Health and Social Care","Science and Engineering","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Science and Engineering","SEO/HEO","50","40","39400","40560"
"In post","2021","60-64","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Inspector of Education and Training","G6/G7","10","10","74730","74730"
"In post","2021","60-64","ESTYN","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Operational Delivery","EO","75","65","27680","26750"
"In post","2021","60-64","Food Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","10","10","39180","39110"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Finance","EO","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Legal","G6/G7","10","5","56030","53630"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","10","10","24250","24950"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Delivery","EO","10","10","28680","26830"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Other","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Other","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Policy","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Policy","EO","10","10","32540","33150"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Policy","G6/G7","40","40","63620","63770"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Policy","SCS level","30","30","92860","93900"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","25","25","43370","39880"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","10","10","38690","38550"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Property","EO","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Property","G6/G7","10","10","61020","58510"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Property","SEO/HEO","25","25","44020","43960"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Security","AA/AO","10","10","28580","26040"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Security","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Security","SEO/HEO","25","20","38300","34350"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Digital, Data and Technology","EO","10","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Digital, Data and Technology","SEO/HEO","15","15","42160","43710"
"In post","2021","60-64","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Legal","EO","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Legal","G6/G7","15","10","66150","65970"
"In post","2021","60-64","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Operational Delivery","AA/AO","75","65","22500","22350"
"In post","2021","60-64","HM Land Registry","Operational Delivery","EO","165","115","27280","27130"
"In post","2021","60-64","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Operational Delivery","SEO/HEO","180","115","36000","33840"
"In post","2021","60-64","HM Land Registry","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","HM Land Registry","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Revenue and Customs","Communications","SEO/HEO","10","10","[c]","[c]"
