"Status","Year","Function_of_post","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","Female","155","145","37570","33500"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","Male","85","80","38290","33510"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","175","160","41020","37360"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","90","90","42650","39090"
"In post","2021","Communications","Department for International Trade","Department for International Trade","Female","60","60","39600","38470"
"In post","2021","Communications","Department for International Trade","Department for International Trade","Male","45","45","46930","38540"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","Female","65","65","46740","43270"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","Male","55","55","47590","43360"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","110","105","43120","36070"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","75","75","44020","40650"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Female","40","40","29880","26470"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","Male","25","25","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","Female","50","45","30590","26780"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","Male","35","35","32310","31380"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","Female","55","55","41660","39840"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","Male","35","35","45960","41460"
"In post","2021","Communications","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","75","75","48590","44560"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","60","60","49100","46670"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","Female","15","15","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","Male","20","20","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","Female","10","10","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","Male","5","5","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","Female","15","15","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","Male","15","15","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","1995","1870","29700","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2160","2125","28800","25560"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","Female","20","15","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","Male","10","10","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","Female","20","15","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","30","40140","33090"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","20","20","[c]","[c]"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Female","20","15","[c]","[c]"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","265","250","35440","33300"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","270","270","33790","29200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","50","50","40680","34200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","50","50","41230","36340"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","70","70","44000","38780"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","55","55","43610","41010"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Female","20","20","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","Female","10","10","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","30","25","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","10","10","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","20","20","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","15","15","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
