"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","AO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","EO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","HEO","10","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AO","30","30","20910","20880"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","25","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO","15","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","EO","15","15","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","G7","40","40","56350","52190"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","HEO","45","45","37700","35220"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","London","EO","40","40","29220","29500"
"In post","2021","Asian","Department for Education","London","G6","25","20","[c]","[c]"
"In post","2021","Asian","Department for Education","London","G7","55","55","54110","53760"
"In post","2021","Asian","Department for Education","London","HEO","60","55","34290","33740"
"In post","2021","Asian","Department for Education","London","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","London","SEO","75","75","41780","40940"
"In post","2021","Asian","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","EO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","G7","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","HEO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","EO","45","45","25250","25000"
"In post","2021","Asian","Department for Education","West Midlands (England)","G6","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","G7","45","45","51040","50620"
"In post","2021","Asian","Department for Education","West Midlands (England)","HEO","60","55","30460","29730"
"In post","2021","Asian","Department for Education","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","SEO","70","65","37780","36960"
"In post","2021","Asian","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","EO","20","15","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","HEO","30","30","30560","29730"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","SEO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
