"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Ministry of Defence","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Property","HEO","15","[c]","33290","33000"
"New entrant CS","2021","40-49","Ministry of Defence","Property","SEO","10","[c]","41610","41000"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","HEO","25","[c]","31430","33000"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","SEO","20","[c]","42120","42000"
"New entrant CS","2021","40-49","Ministry of Defence","Science and Engineering","Unknown","10","[c]","44060","45000"
"New entrant CS","2021","40-49","Ministry of Defence","Security","AA","40","[c]","19690","19560"
"New entrant CS","2021","40-49","Ministry of Defence","Security","AO","55","[c]","33700","39070"
"New entrant CS","2021","40-49","Ministry of Defence","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Policy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Digital, Data and Technology","G7","40","[c]","63830","65000"
"New entrant CS","2021","40-49","Ministry of Justice","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Digital, Data and Technology","SEO","20","[c]","39480","36900"
"New entrant CS","2021","40-49","Ministry of Justice","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Legal","HEO","10","[c]","25720","24000"
"New entrant CS","2021","40-49","Ministry of Justice","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","AA","225","[c]","20150","20600"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","AO","495","[c]","23190","22850"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","EO","35","[c]","24380","24440"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","G7","25","[c]","54490","54120"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","HEO","30","[c]","29270","28600"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","SEO","45","[c]","37310","36800"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Delivery","Unknown","190","[c]","24070","22920"
"New entrant CS","2021","40-49","Ministry of Justice","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Psychology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","AO","10","[c]","21480","20800"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","EO","65","[c]","31160","32770"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","HEO","40","[c]","41120","40210"
"New entrant CS","2021","40-49","National Crime Agency","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Inspector of Education and Training","G7","25","[c]","73350","75500"
"New entrant CS","2021","40-49","Office for Standards in Education","Inspector of Education and Training","SEO","15","[c]","49010","51360"
"New entrant CS","2021","40-49","Office for Standards in Education","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Operational Delivery","AO","35","[c]","20800","20810"
"New entrant CS","2021","40-49","Scottish Government","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Unknown","AA","65","[c]","20380","20060"
"New entrant CS","2021","40-49","Scottish Government","Unknown","AO","15","[c]","24330","23340"
"New entrant CS","2021","40-49","Scottish Government","Unknown","EO","50","[c]","27070","26160"
"New entrant CS","2021","40-49","Scottish Government","Unknown","G6","15","[c]","68200","66290"
"New entrant CS","2021","40-49","Scottish Government","Unknown","G7","60","[c]","51530","48930"
"New entrant CS","2021","40-49","Scottish Government","Unknown","HEO","60","[c]","31700","30650"
"New entrant CS","2021","40-49","Scottish Government","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Unknown","SEO","50","[c]","41920","40600"
"New entrant CS","2021","40-49","The National Archives","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","G7","10","[c]","50900","49100"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
